,text_surronding,Gender
Sand-George_Valentine_<Athénaïs-2750>_78836,"ils n' eussent pas recherché Athénaïs en mariage , l'",Female
Sand-George_Valentine_<Athénaïs-2750>_78904,résolution . Il a épousé une petite femme bien coquette,Female
Sand-George_Valentine_<Athénaïs-2750>_78913,"coquette , bien revêche , qui ne se cachait guère",Female
Sand-George_Valentine_<Athénaïs-2750>_78925,"aimer un autre , et qui , le jour de",Female
Sand-George_Valentine_<Athénaïs-2750>_78930,"qui , le jour de ses noces , a fait",Female
Sand-George_Valentine_<Athénaïs-2750>_79026,rigueurs d' une femme . Valentine avait fait plus d',Female
Sand-George_Valentine_<Athénaïs-2750>_79041,du ravin : d' abord sa présence avait calmé l',Female
Sand-George_Valentine_<Athénaïs-2750>_79061,"repris ses forces , comme elle cessa de le voir",Female
Sand-George_Valentine_<Athénaïs-2750>_79067,"cessa de le voir , son amour à lui redevint",Female
Sand-George_Valentine_<Athénaïs-2750>_79078,et cuisant ; sa situation lui sembla insupportable ; il,Female
Sand-George_Valentine_<Athénaïs-2750>_79085,insupportable ; il fallut que Louise consentît à le mener,Female
Sand-George_Valentine_<Athénaïs-2750>_79096,", le soir , avec elle au pavillon du parc",Female
Sand-George_Valentine_<Athénaïs-2750>_79107,"Dominée entièrement par lui , la faible Louise éprouvait de",Female
Sand-George_Valentine_<Athénaïs-2750>_79117,"profonds remords , et ne savait comment excuser son imprudence",Female
Sand-George_Valentine_<Athénaïs-2750>_79120,et ne savait comment excuser son imprudence aux yeux de,Female
Sand-George_Valentine_<Athénaïs-2750>_79125,son imprudence aux yeux de Valentine . De son côté,Female
Sand-George_Valentine_<Athénaïs-2750>_79128,"yeux de Valentine . De son côté , celle -",Female
Sand-George_Valentine_<Athénaïs-2750>_79131,". De son côté , celle - ci s' abandonnait",Female
Sand-George_Valentine_<Athénaïs-2750>_79140,abandonnait à des dangers dont elle n' était pas trop,Female
Sand-George_Valentine_<Athénaïs-2750>_79148,pas trop fâchée de voir sa sœur complice . Elle,Female
Sand-George_Valentine_<Athénaïs-2750>_79152,voir sa sœur complice . Elle se laissait emporter par,Female
Sand-George_Valentine_<Athénaïs-2750>_79157,"Elle se laissait emporter par sa destinée , sans vouloir",Female
Sand-George_Valentine_<Athénaïs-2750>_79167,"regarder en avant , et puisait dans l' imprévoyance de",Female
Sand-George_Valentine_<Athénaïs-2750>_79172,puisait dans l' imprévoyance de Louise des excuses pour sa,Female
Sand-George_Valentine_<Athénaïs-2750>_79176,de Louise des excuses pour sa propre faiblesse . Valentine,Female
Sand-George_Valentine_<Athénaïs-2750>_79180,pour sa propre faiblesse . Valentine n' était point née,Female
Sand-George_Valentine_<Athénaïs-2750>_79194,fatalité semblait se plaire à la jeter dans une situation,Female
Sand-George_Valentine_<Athénaïs-2750>_79203,situation d' exception et à l' entourer de périls au,Female
Sand-George_Valentine_<Athénaïs-2750>_79211,périls au - dessus de ses forces . L' amour,Female
Sand-George_Valentine_<Athénaïs-2750>_79318,pourtant là la situation de Valentine . Le front de,Female
Sand-George_Valentine_<Athénaïs-2750>_79335,"cicatrice , était toujours devant ses yeux comme le sceau",Female
Sand-George_Valentine_<Athénaïs-2750>_79345,d' un terrible serment dont elle ne pouvait révoquer la,Female
Sand-George_Valentine_<Athénaïs-2750>_79379,"et de nous consoler , Valentine ne pouvait s' en",Female
Sand-George_Valentine_<Athénaïs-2750>_79470,pu être fléchie que par Valentine elle - même ;,Female
Sand-George_Valentine_<Athénaïs-2750>_79471,être fléchie que par Valentine elle - même ; c',Female
Sand-George_Valentine_<Athénaïs-2750>_79478,"même ; c' était par son ordre , par ses",Female
Sand-George_Valentine_<Athénaïs-2750>_79482,"par son ordre , par ses prières , qu' il",Female
Sand-George_Valentine_<Athénaïs-2750>_79492,y avait renoncé . Mais Valentine avait - elle bien,Female
Sand-George_Valentine_<Athénaïs-2750>_79494,renoncé . Mais Valentine avait - elle bien compris à,Female
Sand-George_Valentine_<Athénaïs-2750>_79501,bien compris à quel point elle se liait envers lui,Female
Sand-George_Valentine_<Athénaïs-2750>_79519,"le dissimuler ; loin d' elle , il faisait mille",Female
Sand-George_Valentine_<Athénaïs-2750>_79539,; il se disait que Valentine n' avait plus le,Female
Sand-George_Valentine_<Athénaïs-2750>_79561,"retrouvait sous l' empire de ses regards si purs ,",Female
Sand-George_Valentine_<Athénaïs-2750>_79567,"regards si purs , de ses manières si nobles et",Female
Sand-George_Valentine_<Athénaïs-2750>_79623,"imprudence de plus , car la rigide Valentine elle -",Female
Sand-George_Valentine_<Athénaïs-2750>_79626,", car la rigide Valentine elle - même ne pouvait",Female
Sand-George_Valentine_<Athénaïs-2750>_79644,"leurs entrevues plus calmes , Louise , qui se mettait",Female
Sand-George_Valentine_<Athénaïs-2750>_79646,"plus calmes , Louise , qui se mettait à la",Female
