,text_surronding,Gender
Flaubert-Gustave_Salammbo_<Mâtho-4944>_77843,"- tu ? » dit Mâtho . Sans répondre ,",Male
Flaubert-Gustave_Salammbo_<Mâtho-4944>_77848,"Mâtho . Sans répondre , elle regardait autour d' elle",Male
Flaubert-Gustave_Salammbo_<Mâtho-4944>_77852,", elle regardait autour d' elle , lentement , puis",Male
Flaubert-Gustave_Salammbo_<Mâtho-4944>_77857,"elle , lentement , puis ses yeux s' arrêtèrent au",Male
Flaubert-Gustave_Salammbo_<Mâtho-4944>_77883,bleuâtre et de scintillant . Elle s' avança vivement .,Male
Flaubert-Gustave_Salammbo_<Mâtho-4944>_77890,"avança vivement . Un cri lui échappa . Mâtho ,",Male
Flaubert-Gustave_Salammbo_<Mâtho-4944>_77893,"Un cri lui échappa . Mâtho , derrière elle ,",Male
Flaubert-Gustave_Salammbo_<Mâtho-4944>_77896,"échappa . Mâtho , derrière elle , frappait du pied",Male
Flaubert-Gustave_Salammbo_<Mâtho-4944>_77905,pied . - « Qui t' amène ? pourquoi viens,Male
Flaubert-Gustave_Salammbo_<Mâtho-4944>_77910,t' amène ? pourquoi viens - tu ? »Elle répondit,Male
Flaubert-Gustave_Salammbo_<Mâtho-4944>_77932,et de l' autre main elle arracha les voiles de,Male
Flaubert-Gustave_Salammbo_<Mâtho-4944>_77937,elle arracha les voiles de sa tête . Il se,Male
Flaubert-Gustave_Salammbo_<Mâtho-4944>_77940,"voiles de sa tête . Il se recula , les",Male
Flaubert-Gustave_Salammbo_<Mâtho-4944>_77954,"béant , presque terrifié . Elle se tenait comme appuyée",Male
Flaubert-Gustave_Salammbo_<Mâtho-4944>_77967,"des Dieux ; et , le regardant face à face",Male
Flaubert-Gustave_Salammbo_<Mâtho-4944>_77973,"regardant face à face , elle lui demanda le zaïmph",Male
Flaubert-Gustave_Salammbo_<Mâtho-4944>_77974,"face à face , elle lui demanda le zaïmph ;",Male
Flaubert-Gustave_Salammbo_<Mâtho-4944>_77979,lui demanda le zaïmph ; elle le réclamait en paroles,Male
Flaubert-Gustave_Salammbo_<Mâtho-4944>_77988,paroles abondantes et superbes . Mâtho n' entendait pas ;,Male
Flaubert-Gustave_Salammbo_<Mâtho-4944>_77993,"Mâtho n' entendait pas ; il la contemplait , et",Male
