,text_surronding,Gender
Colette_La-retraite-sentimentale_<me-168>_4951,"d' argile rosée . Elle me tient les mains ,",Female
Colette_La-retraite-sentimentale_<me-168>_4961,"elle est tout près de moi , elle ouvre et",Female
Colette_La-retraite-sentimentale_<me-168>_4983,"Écoutez , Claudine … – J' écoute , chérie .",Female
Colette_La-retraite-sentimentale_<me-168>_4989,"écoute , chérie . – Vous ne savez pas ,",Female
Colette_La-retraite-sentimentale_<me-168>_4994,"Vous ne savez pas , vous , ce que c'",Female
Colette_La-retraite-sentimentale_<me-168>_5029,"être excessif de prétendre que je ne souhaite pas ,",Female
Colette_La-retraite-sentimentale_<me-168>_5042,heures … y aller de mon petit voyage … –,Female
Colette_La-retraite-sentimentale_<me-168>_5051,– Ne riez pas ! Je voudrais que vous me,Female
Colette_La-retraite-sentimentale_<me-168>_5055,! Je voudrais que vous me compreniez . L' envie,Female
Colette_La-retraite-sentimentale_<me-168>_5097,"même pas une idée , Claudine ! Je vous jure",Female
Colette_La-retraite-sentimentale_<me-168>_5099,"une idée , Claudine ! Je vous jure que c'",Female
Colette_La-retraite-sentimentale_<me-168>_5100,"idée , Claudine ! Je vous jure que c' est",Female
Colette_La-retraite-sentimentale_<me-168>_5109,"est à peine mental . Je comparerais cela , plutôt",Female
Colette_La-retraite-sentimentale_<me-168>_5146,"plus lourd … Pendant que je mange , pendant que",Female
Colette_La-retraite-sentimentale_<me-168>_5151,"je mange , pendant que je dors ou que je",Female
Colette_La-retraite-sentimentale_<me-168>_5155,"que je dors ou que je brode , j' ai",Female
Colette_La-retraite-sentimentale_<me-168>_5158,"ou que je brode , j' ai là , ici",Female
Colette_La-retraite-sentimentale_<me-168>_5170,"autour , cette chose qui me tire obstinément : mon",Female
Colette_La-retraite-sentimentale_<me-168>_5174,qui me tire obstinément : mon envie de partir .,Female
Colette_La-retraite-sentimentale_<me-168>_5187,"dirait pas , hein ? je cache bien mal ?",Female
Colette_La-retraite-sentimentale_<me-168>_5193,cache bien mal ? … Elle fait avec les mains,Female
Colette_La-retraite-sentimentale_<me-168>_5209,"de malade en consultation , cherche à situer son bobo",Female
Colette_La-retraite-sentimentale_<me-168>_5212,"consultation , cherche à situer son bobo , tâte sa",Female
