,text_surronding,Gender
Sarraute-Nathalie_Enfance_<je-513>_17707,"effacé de ce livre que je lisais et relisais ,",Female
Sarraute-Nathalie_Enfance_<je-513>_17722,"aussi intenses , intactes . J' ai l' embarras du",Female
Sarraute-Nathalie_Enfance_<je-513>_17770,moyens et des gros … J' inspecte les nouveaux venus,Female
Sarraute-Nathalie_Enfance_<je-513>_17776,"inspecte les nouveaux venus , je jauge l' effort que",Female
Sarraute-Nathalie_Enfance_<je-513>_17790,le temps qu' il va me prendre … J' en,Female
Sarraute-Nathalie_Enfance_<je-513>_17793,il va me prendre … J' en choisis un et,Female
Sarraute-Nathalie_Enfance_<je-513>_17798,J' en choisis un et je m' installe avec lui,Female
Sarraute-Nathalie_Enfance_<je-513>_17805,"installe avec lui ouvert sur mes genoux , je serre",Female
Sarraute-Nathalie_Enfance_<je-513>_17808,"ouvert sur mes genoux , je serre dans ma main",Female
Sarraute-Nathalie_Enfance_<je-513>_17811,"genoux , je serre dans ma main le large coupe",Female
Sarraute-Nathalie_Enfance_<je-513>_17822,papier en corne grisâtre et je commence … D' abord,Female
Sarraute-Nathalie_Enfance_<je-513>_17933,"plus en plus vite , ma main se fatigue ,",Female
Sarraute-Nathalie_Enfance_<je-513>_17938,"ma main se fatigue , ma tête s' alourdit ,",Female
Sarraute-Nathalie_Enfance_<je-513>_17945,"s' alourdit , bourdonne , j' ai comme un léger",Female
Sarraute-Nathalie_Enfance_<je-513>_17954,"léger tournis … « Arrête - toi maintenant , mon",Female
Sarraute-Nathalie_Enfance_<je-513>_17964,"chéri , ça suffit , tu ne trouves vraiment rien",Female
Sarraute-Nathalie_Enfance_<je-513>_17975,faire de plus intéressant ? Je le découperai moi -,Female
Sarraute-Nathalie_Enfance_<je-513>_17978,intéressant ? Je le découperai moi - même en lisant,Female
Sarraute-Nathalie_Enfance_<je-513>_17986,"en lisant , ça ne me gêne pas , je",Female
Sarraute-Nathalie_Enfance_<je-513>_17990,"ne me gêne pas , je le fais machinalement …",Female
Sarraute-Nathalie_Enfance_<je-513>_18003,n' est pas question que j' abandonne . Tout ce,Female
Sarraute-Nathalie_Enfance_<je-513>_18009,abandonne . Tout ce que je peux me permettre pour,Female
Sarraute-Nathalie_Enfance_<je-513>_18027,c' est quelques variantes : m' occuper d' abord seulement,Female
Sarraute-Nathalie_Enfance_<je-513>_18045,« faciles » … que je garderai « pour le,Female
Sarraute-Nathalie_Enfance_<je-513>_18080,différences méthodes des groupes dont je varierai à mon gré,Female
Sarraute-Nathalie_Enfance_<je-513>_18083,groupes dont je varierai à mon gré l' épaisseur …,Female
Sarraute-Nathalie_Enfance_<je-513>_18104,vont alterner … cinq où je ne m' occuperai d',Female
Sarraute-Nathalie_Enfance_<je-513>_18117,faciles … Une fois que je me suis embarquée sur,Female
Sarraute-Nathalie_Enfance_<je-513>_18127,"cette galère , il ne m' est plus possible de",Female
Sarraute-Nathalie_Enfance_<je-513>_18139,. Il faut absolument que je parvienne à ce moment,Female
Sarraute-Nathalie_Enfance_<je-513>_18159,"plus gros , gonflé , je pourrai le refermer le",Female
Sarraute-Nathalie_Enfance_<je-513>_18180,"à sa place . Maman me presse , me gronde",Female
Sarraute-Nathalie_Enfance_<je-513>_18183,". Maman me presse , me gronde doucement … «",Female
Sarraute-Nathalie_Enfance_<je-513>_18189,gronde doucement … « Ne te fais pas prier comme,Female
Sarraute-Nathalie_Enfance_<je-513>_18243,", son attente pèsent sur moi , me poussent …",Female
Sarraute-Nathalie_Enfance_<je-513>_18245,"attente pèsent sur moi , me poussent … mais je",Female
Sarraute-Nathalie_Enfance_<je-513>_18249,", me poussent … mais je sais que je ne",Female
Sarraute-Nathalie_Enfance_<je-513>_18252,… mais je sais que je ne dois pas le,Female
Sarraute-Nathalie_Enfance_<je-513>_18265,"ne le faut pas , je ne dois pas céder",Female
Sarraute-Nathalie_Enfance_<je-513>_18271,"ne dois pas céder , je m' efforce comme je",Female
Sarraute-Nathalie_Enfance_<je-513>_18275,", je m' efforce comme je peux de résister …",Female
Sarraute-Nathalie_Enfance_<je-513>_18293,", c' est juste pour m' amuser … ce n'",Female
Sarraute-Nathalie_Enfance_<je-513>_18304,vraiment rien … – Ne sois pas si timide …,Female
Sarraute-Nathalie_Enfance_<je-513>_18309,sois pas si timide … Vous savez que ce qu',Female
Sarraute-Nathalie_Enfance_<je-513>_18334,Qui était - ce ? je me le demande .,Female
Sarraute-Nathalie_Enfance_<je-513>_18342,demande . — Impossible de me le rappeler . Ce,Female
Sarraute-Nathalie_Enfance_<je-513>_18364,l' affection pour lui que je sentais chez maman …,Female
Sarraute-Nathalie_Enfance_<je-513>_18410,"la pression des paroles qu' il a prononcées , tout",Female
Sarraute-Nathalie_Enfance_<je-513>_18423,le même ton que s' il parlait à une grande,Female
