,text_surronding,Gender
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_2970,"effroyable de la voiture , l' assassin ne fut -",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_2974,", l' assassin ne fut - il pas tué ou",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_2992,? Comment a - t - il disparu ? Et,Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3003,", ayant disparu , est - il revenu sur le",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3017,"? Pourquoi avoir jeté là sa fourrure , puis un",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3024,", puis un autre jour sa casquette , puis un",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3031,", puis un autre jour ses lunettes ? Anomalies ,",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3169,de la fourrure ) . Le meurtrier s' en est,Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3174,Le meurtrier s' en est - il servi ? Oui,Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3199,geste était trop compliqué pour lui . Il a cassé,Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3201,trop compliqué pour lui . Il a cassé le goulot,Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3229,le seul instrument qu' emploie cet individu . C' est,Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3234,"cet individu . C' est son arme habituelle , c'",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3240,"arme habituelle , c' est son instrument familier . Il",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3244,est son instrument familier . Il tue l' homme avec,Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3259,"avec une pierre , et il débouche les bouteilles avec",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3267,"bouteilles avec une pierre . Une brute , je le",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3274,", je le répète , un sauvage forcené , détraqué",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3301,"de - vie , qu' il a avalée d' un",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3323,déjeunaient dans la prairie . Il est sorti de la,Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3334,", au fond de laquelle il voyageait couvert d' une",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3349,"d' une casquette , et il a pris la bouteille",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3356,"pris la bouteille , et il l' a brisée ,",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3362,"l' a brisée , et il a bu . Voilà",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3374,"histoire . Ayant bu , il est devenu fou furieux",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3380,"est devenu fou furieux , il a frappé au hasard",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3402,"craignant l' inévitable châtiment , il a dissimulé le cadavre",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3415,". Puis , idiotement , il a enlevé la femme",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3422,enlevé la femme blessée et il s' est enfui .,Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3427,il s' est enfui . Il s' est enfui dans,Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3435,enfui dans cette automobile qu' il ne savait pas manœuvrer,Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3445,", mais qui , pour lui , représentait le salut",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3478,! qui vous dit que c' est lui le voleur,Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3480,vous dit que c' est lui le voleur ? Qui,Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3481,dit que c' est lui le voleur ? Qui vous,Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3520,"on l' eût retrouvée , cette brute , puisqu' elle",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3579,", et la preuve , c' est le paysan qui",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3581,"la preuve , c' est le paysan qui a vu",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-164>_3583,", c' est le paysan qui a vu son ombre",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-200>_3988,"- heure , ils apercevaient l' assassin . Deux coups",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-200>_3996,Deux coups de feu : il dégringola de branche en,Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-200>_4003,de branche en branche . Il n' était que blessé,Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-200>_4010,était que blessé . On le captura . Le soir,Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-200>_4106,"qu' ils amenaient avec eux un être bizarre , d'",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-200>_4117,"espèce absolument inconnue , et dont on ne pouvait dire",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-200>_4123,on ne pouvait dire si c' était un homme ou,Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-200>_4145,", on serait en présence du singe - anthropoïde ,",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-200>_4167,ici prouver l' existence . Sa structure serait exactement pareille,Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-200>_4224,"Aires , avait pu reconstituer le Diprothomme . « Intelligent",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-200>_4232,"« Intelligent , observateur , cet animal singulier servait de",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-200>_4239,singulier servait de domestique à ses maîtres dans la propriété,Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-200>_4250,"ils occupaient en Australie , nettoyait leur automobile , essayait",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-200>_4254,", nettoyait leur automobile , essayait même de la conduire",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-200>_4273,Bragoff ? Qu' est devenu l' étrange primate qui les,Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-200>_4276,est devenu l' étrange primate qui les accompagnait ? …,Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-200>_4322,la justice . On peut le voir au Jardin d',Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-200>_4329,au Jardin d' Acclimatation où il est emprisonné sous le,Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-200>_4339,"nom de Trois Étoiles . C' est un singe ,",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-200>_4341,"Trois Étoiles . C' est un singe , en effet",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-200>_4348,", en effet . Mais c' est un homme aussi",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-200>_4354,est un homme aussi . Il a la douceur et,Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-200>_4378,maître est mort . Mais il a beaucoup d' autres,Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-200>_4385,beaucoup d' autres caractères qui le rattachent de plus près,Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-200>_4394,"près à l' humanité . Il est fourbe , cruel",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-200>_4409,"rageur et , surtout , il a pour l' eau",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-200>_4428,"part cela , décidément , c' est un singe .",Male
Leblanc-Maurice_L-Homme-a-la-peau-de-bique_<l' assassin-200>_4430,", décidément , c' est un singe . À moins",Male
