,text_surronding,Gender
Villiers-de-l-Isle-Adam_L-Eve-future_<Le personnage-537>_9964,effet de soleil nocturne . Le personnage qui se tenait,Male
Villiers-de-l-Isle-Adam_L-Eve-future_<Le personnage-537>_9966,soleil nocturne . Le personnage qui se tenait debout en,Male
Villiers-de-l-Isle-Adam_L-Eve-future_<Le personnage-537>_9998,une rare beauté virile . Il était vêtu avec une,Male
Villiers-de-l-Isle-Adam_L-Eve-future_<Le personnage-537>_10021,consistait . Les lignes de sa personne laissaient deviner des,Male
Villiers-de-l-Isle-Adam_L-Eve-future_<Le personnage-537>_10048,Oxford savent les rendre . Son visage un peu froid,Male
Villiers-de-l-Isle-Adam_L-Eve-future_<Le personnage-537>_10082,"aristocratie d' un caractère . Ses traits , bien que",Male
Villiers-de-l-Isle-Adam_L-Eve-future_<Le personnage-537>_10133,la matité de neige de son teint juvénile . Ses,Male
Villiers-de-l-Isle-Adam_L-Eve-future_<Le personnage-537>_10137,de son teint juvénile . Ses grands yeux noblement calmes,Male
Villiers-de-l-Isle-Adam_L-Eve-future_<Le personnage-537>_10157,"sourcils , se fixaient sur son interlocuteur . – A",Male
Villiers-de-l-Isle-Adam_L-Eve-future_<Le personnage-537>_10162,son interlocuteur . – A sa main sévèrement gantée de,Male
Villiers-de-l-Isle-Adam_L-Eve-future_<Le personnage-537>_10169,"sévèrement gantée de noir , il tenait un cigare éteint",Male
Villiers-de-l-Isle-Adam_L-Eve-future_<Le personnage-537>_10178,éteint . Il sortait de son aspect cette impression que,Male
Villiers-de-l-Isle-Adam_L-Eve-future_<Le personnage-537>_10190,"des femmes devaient , à sa vue , se sentir",Male
Villiers-de-l-Isle-Adam_L-Eve-future_<Le personnage-537>_10205,leurs plus séduisants dieux . Il semblait tellement beau qu',Male
Villiers-de-l-Isle-Adam_L-Eve-future_<Le personnage-537>_10210,Il semblait tellement beau qu' il avait naturellement l' air,Male
Villiers-de-l-Isle-Adam_L-Eve-future_<Le personnage-537>_10221,accorder une grâce à qui lui parlait . Tout d',Male
Villiers-de-l-Isle-Adam_L-Eve-future_<Le personnage-537>_10241,"insoucieuse . Mais , à l' examiner un instant ,",Male
Villiers-de-l-Isle-Adam_L-Eve-future_<Le personnage-537>_10250,", on s' apercevait qu' il portait , dans l'",Male
