,text_surronding,Gender
Colette_Le-Ble-en-herbe_<Tu-1000>_29672,en consultant le soleil . Tu ne veux pas que,Female
Colette_Le-Ble-en-herbe_<Tu-1000>_29679,"veux pas que j' aille te chercher ton goûter ,",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_29681,"que j' aille te chercher ton goûter , avant qu'",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_29691,on s' installe ? – Je n' ai pas faim,Female
Colette_Le-Ble-en-herbe_<Tu-1000>_29698,"ai pas faim , répondit Vinca . Toi , tu",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_29700,"faim , répondit Vinca . Toi , tu veux goûter",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_29702,"répondit Vinca . Toi , tu veux goûter ? –",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_29711,"– Non , merci . Mon petit étourdissement m' a",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_29714,merci . Mon petit étourdissement m' a retiré l' appétit,Female
Colette_Le-Ble-en-herbe_<Tu-1000>_29721,retiré l' appétit . Assieds - toi dans le fond,Female
Colette_Le-Ble-en-herbe_<Tu-1000>_29767,"jambes polies et brunes de Vinca , ployées au bord",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_29773,", ployées au bord de sa robe blanche . Au",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_29886,", un petit garçon … Vinca suivit le regard de",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_29897,". – Oui , dit - elle , c' est",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_29914,sang - froid . – Tu parles du petit garçon,Female
Colette_Le-Ble-en-herbe_<Tu-1000>_29929,la marchande de poisson ? Vinca secoua la tête :,Female
Colette_Le-Ble-en-herbe_<Tu-1000>_29942,"garçon , rectifia - t - elle , qui t'",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_29956,l' heure . – Qui m' a … – Le,Female
Colette_Le-Ble-en-herbe_<Tu-1000>_29966,petit garçon qui est venu t' informer du départ de,Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30003,"De … de quoi parles - tu , Vinca ?",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30006,"quoi parles - tu , Vinca ? Elle ne s'",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30008,"- tu , Vinca ? Elle ne s' abaissa pas",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30016,abaissa pas à répondre et continua : – Le petit,Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30026,"garçon te cherchait , il m' a rencontrée et m'",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30030,il m' a rencontrée et m' a informée la première,Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30039,première . D' ailleurs … Elle acheva par un geste,Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30078,? – Des choses sur toi … Pas depuis longtemps,Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30112,"mais je me doutais … Elle se tut , et",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30187,"parler , à moins que tu ne préfères ne pas",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30198,… Je ferai ce que tu voudras . Elle réprima,Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30201,ce que tu voudras . Elle réprima un petit mouvement,Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30214,"la bouche , mais ne pleura pas . – Non",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30300,"amour . – Écoute , Vinca , lorsque pour la",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30307,lorsque pour la première fois j' ai rencontré … –,Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30317,"Non , non , interrompit Vinca avec précipitation . Pas",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30324,précipitation . Pas ça . Je ne te demande pas,Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30326,Pas ça . Je ne te demande pas ça .,Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30331,te demande pas ça . Je le sais . Là,Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30347,chemin du goémon . Penses - tu que je l',Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30350,. Penses - tu que je l' aie oublié ?,Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30359,"? – Mais , protesta Philippe , il n' y",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30387,passe ! Passe ! Crois - tu que je t',Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30390,! Crois - tu que je t' ai amené ici,Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30391,Crois - tu que je t' ai amené ici pour,Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30397,ai amené ici pour que tu me parles d' elle,Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30398,amené ici pour que tu me parles d' elle ?,Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30403,"me parles d' elle ? Il sentit , à l'",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30413,"âpreté simple du ton de Vinca , que son propre",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30416,"ton de Vinca , que son propre accent venait de",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30431,et de contrition . – Me faire le récit de,Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30436,"Me faire le récit de vos amours , n' est",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30453,". Mercredi dernier , quand tu es rentré , j'",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30457,"quand tu es rentré , j' étais levée , sans",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30464,"levée , sans lumière … Je t' ai vu …",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30465,", sans lumière … Je t' ai vu … comme",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30482,". Et cette figure que tu avais … Alors ,",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30487,"tu avais … Alors , je me suis renseignée ,",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30492,"je me suis renseignée , tu penses … Sur la",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30499,"… Sur la côte , tu crois que tout ne",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30521,"pour ne rien savoir … Philippe , choqué , fronça",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30536,"brutalité féminine , soulevée en Vinca par la jalousie ,",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30541,"Vinca par la jalousie , l' offensait . Il s'",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30544,"jalousie , l' offensait . Il s' était senti capable",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30572,de longs aveux … Mais il n' admettait pas cette,Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30603,", vers quoi ? « Elle va sans doute vouloir",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30613,"mourir » , se dit - il . « Elle",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30617,dit - il . « Elle voulait déjà mourir ici,Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30627,"même , un jour … Elle va vouloir mourir …",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30634,"vouloir mourir … » – Vinca , il faut me",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30638,"– Vinca , il faut me promettre … Elle tendit",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30641,"il faut me promettre … Elle tendit l' oreille ,",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30647,"tendit l' oreille , sans le regarder , et tout",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30652,"le regarder , et tout son corps exprima , dans",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30670,"indépendance . – Oui , Vinca … Il faut me",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30674,", Vinca … Il faut me promettre que ni sur",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30689,"lieu de la terre , tu … tu ne chercheras",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30691,"la terre , tu … tu ne chercheras à quitter",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30699,"à quitter la vie … Elle l' éblouit , en",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30700,"quitter la vie … Elle l' éblouit , en lui",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30704,"Elle l' éblouit , en lui jetant au visage le",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30712,"visage le rayon bleu de ses yeux grand ouverts ,",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30725,et ferme regard . – Tu dis ? Quitter …,Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30734,… quitter la vie ? Il posa les mains sur,Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30742,"mains sur les épaules de Vinca , hocha un front",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30744,"les épaules de Vinca , hocha un front lourd d'",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30752,"lourd d' expérience : – Je te connais , chérie",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30753,"d' expérience : – Je te connais , chérie .",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30756,"– Je te connais , chérie . D' ici même",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30762,". D' ici même , tu as voulu , sans",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30789,"La stupeur , tandis qu' il parlait , maintenait hauts",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30792,"tandis qu' il parlait , maintenait hauts , au -",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30801,"- dessus des yeux de Vinca , les arcs de",Female
Colette_Le-Ble-en-herbe_<Tu-1000>_30806,"Vinca , les arcs de ses sourcils . Elle secoua",Female
