,text_surronding,Gender
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44068,", couche - toi . Pierre me ramènera . »",Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44132,la fenêtre bien fermée . Pierre et Jean étaient demeurés,Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44183,", sans se parler . Pierre tout à coup se",Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44193,"leva :« Cristi ! dit - il , la veuve",Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44248,", et il balbutia :« Je te défends désormais de",Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44266,de Mme Rosémilly . » Pierre se tourna vers lui,Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44274,"vers lui , hautain :« Je crois que tu me",Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44278,:« Je crois que tu me donnes des ordres .,Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44310,j' en ai assez de tes manières envers moi .,Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44316,manières envers moi . » Pierre ricana :« Envers toi,Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44339,que Mme Rosémilly va devenir ma femme . » L',Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44343,devenir ma femme . » L' autre rit plus fort,Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44356,ah ! très bien . Je comprends maintenant pourquoi je,Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44360,. Je comprends maintenant pourquoi je ne devrai plus l',Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44380,une drôle de manière pour m' annoncer ton mariage .,Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44386,annoncer ton mariage . – Je te défends de plaisanter,Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44392,te défends de plaisanter … tu entends … je te,Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44395,plaisanter … tu entends … je te le défends .,Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44401,"te le défends . » Jean s' était approché ,",Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44420,ironie poursuivant la femme qu' il aimait et qu' il,Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44424,qu' il aimait et qu' il avait choisie . Mais,Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44429,il avait choisie . Mais Pierre soudain devint aussi furieux,Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44441,"ce qui s' amassait en lui de colères impuissantes ,",Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44461,"et de désespoir silencieux , lui montant à la tête",Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44467,"montant à la tête , l' étourdit comme un coup",Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44476,coup de sang . « Tu oses ? … Tu,Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44480,« Tu oses ? … Tu oses ? … Et,Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44485,Tu oses ? … Et moi je t' ordonne de,Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44486,oses ? … Et moi je t' ordonne de te,Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44487,? … Et moi je t' ordonne de te taire,Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44493,"ordonne de te taire , tu entends , je te",Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44496,"taire , tu entends , je te l' ordonne !",Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44497,", tu entends , je te l' ordonne ! »",Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44502,"te l' ordonne ! » Jean , surpris de cette",Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44538,le mot qui pourrait blesser son frère jusqu' au cœur,Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44544,"frère jusqu' au cœur . Il reprit , en s'",Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44559,"bien frapper , de ralentir sa parole pour la rendre",Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44570,aiguë :« Voilà longtemps que je te sais jaloux de,Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44571,:« Voilà longtemps que je te sais jaloux de moi,Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44575,"je te sais jaloux de moi , depuis le jour",Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44581,", depuis le jour où tu as commencé à dire",Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44592,la veuve » parce que tu as compris que cela,Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44597,tu as compris que cela me faisait mal . »,Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44602,me faisait mal . » Pierre poussa un de ces,Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44612,rires stridents et méprisants qui lui étaient familiers :« Ah,Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44625,mon Dieu ! Jaloux de toi ! … moi ?,Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44628,Jaloux de toi ! … moi ? … moi ?,Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44631,! … moi ? … moi ? … moi ?,Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44634,? … moi ? … moi ? … et de,Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44649,", mon Dieu ? de ta figure ou de ton",Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44653,de ta figure ou de ton esprit ? … »,Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44659,esprit ? … » Mais Jean sentit bien qu' il,Male
Guy-de-Maupassant_Pierre-et-Jean_<Pierre-1938>_44663,Mais Jean sentit bien qu' il avait touché la plaie,Male
