,text_surronding,Gender
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_78531,"ne l' avantage pas . Michel - Charles , que",male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_78535,". Michel - Charles , que la vue de la",male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_78550,longuement ce bristol et le rend sans rien dire à,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_78555,rend sans rien dire à son fils . A l',male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_78564,"l' heure des cigares , le père toussa pour s'",male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_78577,: – Tu vois par toi - même que je,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_78581,par toi - même que je ne vais pas très,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_78590,très bien . . . J' aimerais avant qu' il,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_78608,installé pas trop loin de moi . . . J',male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_78612,de moi . . . J' ai beaucoup réfléchi au,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_78642,La jeune personne à laquelle je pense est d' une,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_78671,parents vont leur train . Je l' ai vue une,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_78720,". Et puis , fait - il , ramené à",male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_78728,"ramené à la généalogie , son violon d' Ingres ,",male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_78733,"son violon d' Ingres , sa famille et la nôtre",male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_78755,"dire que ce détail ne l' intéresse guère , Michel",male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_78759,"ne l' intéresse guère , Michel mentionne qu' à moins",male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_78766,qu' à moins d' amnistie il ne pourra pas rentrer,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_78881,plans qui paraissent raisonnables à son père ravivent chez Michel,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_78885,à son père ravivent chez Michel l' ancien dégoût de,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_78911,malheur est précisément ce qu' il a fui dans les,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_78926,. Mais la main de Michel - Charles tremble un,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_78933,Charles tremble un peu quand le jeune homme lui tend,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_78936,peu quand le jeune homme lui tend un verre de,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_78972,"quatre , l' applique à ses lèvres , et fait",male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_78982,tomber dans le fond de sa gorge une poudre digestive,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_78997,pas une décision à laquelle tu puisses tout de suite,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79027,impression que le meilleur de ton aventure est déjà derrière,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79032,ton aventure est déjà derrière toi . Je ne voudrais,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79039,Je ne voudrais pas que tu t' enlises . .,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79045,t' enlises . . . Tu as tout de même,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79071,veux voir de mes yeux ton premier enfant . Michel,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79075,yeux ton premier enfant . Michel est tenté de dire,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79089,enlise . Mais quelque chose lui souffle que la vie,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79101,est également sans issue . Michel - Charles d' ailleurs,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79110,ailleurs n' insiste pas ; il parle d' autre chose,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79116,parle d' autre chose . Le fils aide le père,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79125,père dans ses rangements et se retire dans la chambre,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79153,. Le premier soin de Michel - Charles est de,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79168,un tailleur réputé ; Michel le conduit à Bond Street,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79185,renouveler la garde - robe du fils . Un vieux,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79192,. Un vieux rêve de Michel - Charles est de,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79210,"après de longues hésitations , il choisit la pièce la",male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79283,à broyer le temps . Le vieil homme le regarda,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79286,"temps . Le vieil homme le regarda longuement , se",male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79307,"années ces engrenages travailleraient pour lui . Cet achat ,",male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79335,la taverne typiquement anglaise où Michel - Charles a voulu,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79342,"Charles a voulu déjeuner , son fils dépose avec un",male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79360,"table , la commission que lui a discrètement offerte le",male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79367,"discrètement offerte le joaillier , le prenant pour un guide",male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79374,pour un guide qui pilote le riche étranger . D',male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79383,"D' un geste bénévole , Michel - Charles repousse vers",male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79388,Michel - Charles repousse vers son fils cette aubaine .,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79410,à contenir les vêtements neufs du voyageur . Nouvel achat,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79420,et nouvelle commission . Quand Michel - Charles choisit à,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79444,"Noémi , la connaissance que Michel possède , grâce à",male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79461,", se révèle utile . Michel n' ignore pas que",male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79497,jour de la boutique . Il tient bon : c',male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79530,passe à voir Londres . Michel craint pour son père,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79533,Londres . Michel craint pour son père la fatigante visite,male
Yourcenar-Marguerite_Archives-du-Nord_<Michel - Charles-6005>_79558,n' excèdent les forces de ce voyageur qui s' intéresse,male
