,text_surronding,Gender
Delly_La-lune-d'or_<cette femme-4464>_104741,Je me demande ce que cette femme manigance là .,female
Delly_La-lune-d'or_<cette femme-4464>_104746,cette femme manigance là . Elle a dû connaître ton,female
Delly_La-lune-d'or_<cette femme-4464>_104753,dû connaître ton mariage et prépare quelque coup . .,female
Delly_La-lune-d'or_<cette femme-4464>_104806,La porte s' ouvrait devant Rosario que suivait la supérieure,female
Delly_La-lune-d'or_<cette femme-4464>_104807,porte s' ouvrait devant Rosario que suivait la supérieure .,female
Delly_La-lune-d'or_<cette femme-4464>_104820,"merveilleuse apparition que celle de cette toute jeune mariée ,",female
Delly_La-lune-d'or_<cette femme-4464>_104886,une si ardente douceur . Rosario s' avança de quelques,female
Delly_La-lune-d'or_<cette femme-4464>_104905,traîne mettait en pleine valeur sa taille d' une rare,female
Delly_La-lune-d'or_<cette femme-4464>_104914,"rare élégance de formes et son allure souple , légère",female
Delly_La-lune-d'or_<cette femme-4464>_104935,"jaillit une exclamation enthousiaste :– Rosario , vous êtes une",female
Delly_La-lune-d'or_<cette femme-4464>_104937,"exclamation enthousiaste :– Rosario , vous êtes une perfection !Elle",female
Delly_La-lune-d'or_<cette femme-4464>_104945,"perfection !Elle rougit , et tourna vers don Ruiz un",female
Delly_La-lune-d'or_<cette femme-4464>_105003,"ses amis , ceux de Rosario M . de Guichars",female
Delly_La-lune-d'or_<cette femme-4464>_105018,"Jaguar , et un de ses parents . Les présentations",female
Delly_La-lune-d'or_<cette femme-4464>_105034,dirigea vers la chapelle . Rosario marchait un peu comme,female
Delly_La-lune-d'or_<cette femme-4464>_105043,comme en un rêve et elle s' agenouilla d' un,female
Delly_La-lune-d'or_<cette femme-4464>_105062,". Depuis un mois , elle vivait dans la hantise",female
Delly_La-lune-d'or_<cette femme-4464>_105080,marquerait une nouvelle phase de sa vie et dont elle,female
Delly_La-lune-d'or_<cette femme-4464>_105084,de sa vie et dont elle ne savait s' il,female
Delly_La-lune-d'or_<cette femme-4464>_105089,elle ne savait s' il lui apporterait joie ou souffrance,female
Delly_La-lune-d'or_<cette femme-4464>_105100,Don Ruiz avait fait sur elle une impression complexe .,female
Delly_La-lune-d'or_<cette femme-4464>_105106,"une impression complexe . Il l' inquiétait , l' intimidait",female
Delly_La-lune-d'or_<cette femme-4464>_105109,". Il l' inquiétait , l' intimidait , certes ,",female
Delly_La-lune-d'or_<cette femme-4464>_105126,par la volonté impérieuse qu' elle sentait en lui .,female
Delly_La-lune-d'or_<cette femme-4464>_105132,"sentait en lui . Mais elle subissait néanmoins , tout",female
Delly_La-lune-d'or_<cette femme-4464>_105162,peut - être aussi avait - elle l' intuition qu',female
Delly_La-lune-d'or_<cette femme-4464>_105167,- elle l' intuition qu' elle n' était déjà plus,female
Delly_La-lune-d'or_<cette femme-4464>_105190,il avait mis à le lui prouver . Elle avait,female
Delly_La-lune-d'or_<cette femme-4464>_105193,à le lui prouver . Elle avait reçu de lui,female
Delly_La-lune-d'or_<cette femme-4464>_105208,"mots corrects , mais qui lui apprenaient que don Ruiz",female
Delly_La-lune-d'or_<cette femme-4464>_105246,"sur le vieux logis , Rosario n' avait pu douter",female
Delly_La-lune-d'or_<cette femme-4464>_105262,uniquement dans le but de lui faire plaisir . .,female
Delly_La-lune-d'or_<cette femme-4464>_105269,plaisir . . . Et elle en avait éprouvé une,female
Delly_La-lune-d'or_<cette femme-4464>_105287,", des bibelots précieux qui lui parvenaient , au nom",female
Delly_La-lune-d'or_<cette femme-4464>_105293,"parvenaient , au nom de son fiancé . Maintenant ,",female
Delly_La-lune-d'or_<cette femme-4464>_105307,. L' aumônier du couvent lui adressait les interrogations accoutumées,female
Delly_La-lune-d'or_<cette femme-4464>_105325,"ton fort décidé ; mais Rosario trembla un peu ,",female
Delly_La-lune-d'or_<cette femme-4464>_105330,"Rosario trembla un peu , hésita légèrement , avant de",female
Delly_La-lune-d'or_<cette femme-4464>_105339,de prononcer le mot qui l' unissait à cet inquiétant,female
Delly_La-lune-d'or_<cette femme-4464>_105348,inquiétant et attirant cousin . Elle pria beaucoup pendant la,female
Delly_La-lune-d'or_<cette femme-4464>_105360,s' efforçant d' éloigner de sa pensée les appréhensions qui,female
Delly_La-lune-d'or_<cette femme-4464>_105365,sa pensée les appréhensions qui l' assaillaient . À un,female
Delly_La-lune-d'or_<cette femme-4464>_105372,". À un moment , elle se prit – ainsi",female
Delly_La-lune-d'or_<cette femme-4464>_105378,se prit – ainsi qu' elle l' avait fait plusieurs,female
Delly_La-lune-d'or_<cette femme-4464>_105410,", comme chaque fois , elle sentit le malaise de",female
Delly_La-lune-d'or_<cette femme-4464>_105431,de celui qui était maintenant son beau - père .,female
Delly_La-lune-d'or_<cette femme-4464>_105447,. . si épouvantable de la part de dona Hermosa,female
Delly_La-lune-d'or_<cette femme-4464>_105454,de dona Hermosa ! pensait - elle en frissonnant .,female
Delly_La-lune-d'or_<cette femme-4464>_105459,- elle en frissonnant . Je ne puis arriver à,female
Delly_La-lune-d'or_<cette femme-4464>_105499,"bras de don Ruiz , Rosario quittait la chapelle .",female
Delly_La-lune-d'or_<cette femme-4464>_105540,de son fils et de Rosario en disant : «,female
Delly_La-lune-d'or_<cette femme-4464>_105556,"Et il ajouta , pour Ruiz : « Je laisserai",female
Delly_La-lune-d'or_<cette femme-4464>_105579,se mettra en rapport avec toi . »Bientôt les jeunes,female
Delly_La-lune-d'or_<cette femme-4464>_105599,"invitation de don Ruiz , Rosario se retira pour quitter",female
Delly_La-lune-d'or_<cette femme-4464>_105604,Rosario se retira pour quitter sa robe blanche . Elle,female
Delly_La-lune-d'or_<cette femme-4464>_105608,"quitter sa robe blanche . Elle reparut peu après ,",female
Delly_La-lune-d'or_<cette femme-4464>_105627,maison de couture de Paris lui avait expédiée la veille,female
Delly_La-lune-d'or_<cette femme-4464>_105633,avait expédiée la veille . Ses yeux étaient pleins de,female
Delly_La-lune-d'or_<cette femme-4464>_105641,"pleins de larmes , car elle venait de faire ses",female
Delly_La-lune-d'or_<cette femme-4464>_105645,car elle venait de faire ses adieux aux religieuses et,female
Delly_La-lune-d'or_<cette femme-4464>_105651,"adieux aux religieuses et à ses compagnes . Puis ,",female
Delly_La-lune-d'or_<cette femme-4464>_105663,"de quitter cette maison où elle avait été aimée ,",female
Delly_La-lune-d'or_<cette femme-4464>_105670,"été aimée , protégée , elle était ressaisie avec plus",female
Delly_La-lune-d'or_<cette femme-4464>_105684,angoisse de l' inconnu qui la tourmentait depuis son premier,female
Delly_La-lune-d'or_<cette femme-4464>_105687,inconnu qui la tourmentait depuis son premier entretien avec don,female
Delly_La-lune-d'or_<cette femme-4464>_105694,entretien avec don Pedro . Ruiz parut n' accorder aucune,female
Delly_La-lune-d'or_<cette femme-4464>_105709,émotion et de chagrin . Il détestait ce qu' il,female
Delly_La-lune-d'or_<cette femme-4464>_105713,. Il détestait ce qu' il appelait « les pleurnicheries,female
Delly_La-lune-d'or_<cette femme-4464>_105723,"des femmes » , et son orgueilleux égoïsme s' accommodait",female
Delly_La-lune-d'or_<cette femme-4464>_105739,apercevoir . . . Mais il constata que les larmes,female
Delly_La-lune-d'or_<cette femme-4464>_105747,les larmes n' enlaidissaient pas Rosario et que la création,female
Delly_La-lune-d'or_<cette femme-4464>_105771,valeur la beauté ravissante de la jeune marquise de Sorrès,female
Delly_La-lune-d'or_<cette femme-4464>_105780,"Sorrès . – Cette toilette vous sied parfaitement , Rosario",female
Delly_La-lune-d'or_<cette femme-4464>_105784,"toilette vous sied parfaitement , Rosario , daigna - t",female
Delly_La-lune-d'or_<cette femme-4464>_105789,"Rosario , daigna - t - il dire . Un",female
Delly_La-lune-d'or_<cette femme-4464>_105802,dans la gorge serrée de la jeune femme . En,female
Delly_La-lune-d'or_<cette femme-4464>_105814,", la moindre parole affectueuse lui eût paru plus douce",female
Delly_La-lune-d'or_<cette femme-4464>_105837,satisfait de l' objet qui lui appartient . Une voiture,female
Delly_La-lune-d'or_<cette femme-4464>_105847,attendait au dehors . Mais don Ruiz proposa :– Voulez,female
Delly_La-lune-d'or_<cette femme-4464>_105852,don Ruiz proposa :– Voulez - vous que nous montions,female
Delly_La-lune-d'or_<cette femme-4464>_105873,". Sur l' ordre de don Ruiz , la voiture",female
Delly_La-lune-d'or_<cette femme-4464>_105937,"jeune sève , qui enveloppaient Ruiz et Rosario montant la",female
Delly_La-lune-d'or_<cette femme-4464>_105939,", qui enveloppaient Ruiz et Rosario montant la route forestière",female
Delly_La-lune-d'or_<cette femme-4464>_105960,que de rares paroles . Rosario avait le cœur très,female
Delly_La-lune-d'or_<cette femme-4464>_105967,le cœur très gros et se retenait à grand -,female
Delly_La-lune-d'or_<cette femme-4464>_105968,cœur très gros et se retenait à grand - peine,female
Delly_La-lune-d'or_<cette femme-4464>_105976,- peine de laisser couler ses larmes . Ruiz jetait,female
Delly_La-lune-d'or_<cette femme-4464>_105979,laisser couler ses larmes . Ruiz jetait sur sa jolie,female
Delly_La-lune-d'or_<cette femme-4464>_105982,larmes . Ruiz jetait sur sa jolie compagne des coups,female
Delly_La-lune-d'or_<cette femme-4464>_106058,"sur la route tortueuse . Rosario eut un frisson ,",female
Delly_La-lune-d'or_<cette femme-4464>_106073,"est triste , ici ! Je n' aimerais pas y",female
Delly_La-lune-d'or_<cette femme-4464>_106083,passer souvent . – Seriez - vous donc une petite,female
Delly_La-lune-d'or_<cette femme-4464>_106093,fille peureuse ? Que direz - vous quand je vous,female
Delly_La-lune-d'or_<cette femme-4464>_106096,Que direz - vous quand je vous emmènerai dans le,female
Delly_La-lune-d'or_<cette femme-4464>_106097,direz - vous quand je vous emmènerai dans le désert,female
Delly_La-lune-d'or_<cette femme-4464>_106104,"dans le désert , parmi mes amis les Comanches ?",female
Delly_La-lune-d'or_<cette femme-4464>_106113,? . . . quand je vous ferai connaître nos,female
Delly_La-lune-d'or_<cette femme-4464>_106114,. . . quand je vous ferai connaître nos forêts,female
Delly_La-lune-d'or_<cette femme-4464>_106137,"- ci ?Elle leva sur lui ses yeux profonds ,",female
Delly_La-lune-d'or_<cette femme-4464>_106138,"ci ?Elle leva sur lui ses yeux profonds , dans",female
Delly_La-lune-d'or_<cette femme-4464>_106153,jeune et ardente . – Je pense que je saurai,female
Delly_La-lune-d'or_<cette femme-4464>_106156,. – Je pense que je saurai être courageuse .,female
Delly_La-lune-d'or_<cette femme-4464>_106164,courageuse . . . que j' aimerai sans doute cette,female
Delly_La-lune-d'or_<cette femme-4464>_106172,"doute cette existence , puisque vous serez là pour me",female
Delly_La-lune-d'or_<cette femme-4464>_106176,puisque vous serez là pour me protéger . D' un,female
Delly_La-lune-d'or_<cette femme-4464>_106184,"D' un geste souple , Ruiz entoura de son bras",female
Delly_La-lune-d'or_<cette femme-4464>_106187,"souple , Ruiz entoura de son bras les épaules de",female
Delly_La-lune-d'or_<cette femme-4464>_106192,son bras les épaules de Rosario et attira celle -,female
Delly_La-lune-d'or_<cette femme-4464>_106194,les épaules de Rosario et attira celle - ci contre,female
Delly_La-lune-d'or_<cette femme-4464>_106195,épaules de Rosario et attira celle - ci contre lui,female
Delly_La-lune-d'or_<cette femme-4464>_106199,attira celle - ci contre lui . – Vous dites,female
Delly_La-lune-d'or_<cette femme-4464>_106202,"ci contre lui . – Vous dites bien , Rosarita",female
Delly_La-lune-d'or_<cette femme-4464>_106206,"– Vous dites bien , Rosarita . Jamais vous n'",female
Delly_La-lune-d'or_<cette femme-4464>_106209,"bien , Rosarita . Jamais vous n' aurez rien à",female
Delly_La-lune-d'or_<cette femme-4464>_106218,"à craindre , tant que je serai près de vous",female
Delly_La-lune-d'or_<cette femme-4464>_106222,que je serai près de vous . Ses lèvres se,female
Delly_La-lune-d'or_<cette femme-4464>_106224,serai près de vous . Ses lèvres se posèrent sur,female
Delly_La-lune-d'or_<cette femme-4464>_106234,les paupières frémissantes . Puis il écarta la jeune femme,female
Delly_La-lune-d'or_<cette femme-4464>_106236,"frémissantes . Puis il écarta la jeune femme , laissa",female
Delly_La-lune-d'or_<cette femme-4464>_106240,"écarta la jeune femme , laissa retomber son bras et",female
Delly_La-lune-d'or_<cette femme-4464>_106242,"jeune femme , laissa retomber son bras et continua de",female
Delly_La-lune-d'or_<cette femme-4464>_106245,"laissa retomber son bras et continua de marcher , du",female
Delly_La-lune-d'or_<cette femme-4464>_106271,un peu étourdi et troublé Rosario . Elle acheva comme,female
Delly_La-lune-d'or_<cette femme-4464>_106273,étourdi et troublé Rosario . Elle acheva comme en un,female
Delly_La-lune-d'or_<cette femme-4464>_106397,"apercevant celui - ci , Rosario eut un mouvement de",female
Delly_La-lune-d'or_<cette femme-4464>_106404,un mouvement de surprise . Elle pensa : « Mais,female
