,text_surronding,Gender
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61313,". – Oui , dit Joset , prenant la main",Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61333,à celle de Brulette ; j' ai causé de la,Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61340,causé de la dépense à mon maître ( il appelait,Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61343,dépense à mon maître ( il appelait toujours comme ça,Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61354,grand bûcheux à cause qu' il lui enseignait à musiquer,Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61381,", qu' après toi , j' ai trouvé un ange",Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61392,la terre . Comme tu m' as assisté l' esprit,Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61402,et consolé le cœur quand j' étais un enfant ébervigé,Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61416,"rien , elle a soigné mon pauvre corps en détresse",Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61422,pauvre corps en détresse quand je suis tombé ici en,Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61435,". Les secours qu' elle m' a donnés , jamais",Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61440,"m' a donnés , jamais je ne pourrai l' en",Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61447,pourrai l' en remercier comme je le dois ; mais,Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61452,je le dois ; mais je peux dire une chose,Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61518,que ce doux parler de Joseph mît du baume dans,Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61542,"manger avec nous , et Joseph était entre ces deux",Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61552,"belles filles , tandis que moi , profitant du sans",Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61560,du sans - gêne que j' avais vu dans la,Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61569,"la manière du pays , je me dérangeais tout en",Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61590,près de l' autre . Je faisais de mon mieux,Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61593,autre . Je faisais de mon mieux pour contenter la,Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61602,"la fille des bois par mes prévenances , et je",Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61606,"par mes prévenances , et je tenais à honneur de",Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61627,Elle répondait très doucement à mes honnêtetés ; mais il,Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61633,honnêtetés ; mais il ne me fut point possible de,Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61646,ni lever les yeux sur moi en me répondant .,Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61648,les yeux sur moi en me répondant . Elle me,Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61652,en me répondant . Elle me paraissait avoir l' humeur,Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61714,"ni dans les autres , je n' osai lui demander",Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61724,si elle se ressouvenait que je l' eusse portée en,Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61729,je l' eusse portée en mes bras et qu' elle,Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61734,mes bras et qu' elle m' en eût payé d',Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61742,payé d' une accolade . Je m' étais bien assuré,Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61758,"son père , à qui j' en avais déjà parlé",Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61775,et prétendait avoir comme reconnu ma figure sans savoir pourquoi,Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61789,", Brulette , comme elle m' en fit part ensuite",Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61867,"l' autre , et je vous prie , Thérence ,",Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61870,"et je vous prie , Thérence , de me montrer",Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61880,quelque ouvrage où je puisse vous aider . Si vous,Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61884,"puisse vous aider . Si vous souhaitez courir , je",Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61897,et y ferai ce que vous me commanderez ; mais,Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61903,"me commanderez ; mais si vous restez , je resterai",Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61913,"aussi , à condition que vous m' occuperez pour votre",Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61917,que vous m' occuperez pour votre service . – Je,Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61921,pour votre service . – Je n' ai besoin d',Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61930,"d' aucune aide , répondit Thérence , et vous ,",Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61975,dans toutes les choses que vous avez à vous dire,Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61984,"dire , je sortirai si vous souhaitez rester , je",Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_61991,"rester , je resterai si vous souhaitez sortir . –",Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_62063,"peut que s' augmenter de votre compagnie , et nous",Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_62068,"votre compagnie , et nous vous la demandons , à",Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_62075,"demandons , à moins que vous n' en ayez une",Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_62085,"meilleure à nous préférer . Thérence resta indécise , et",Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_62093,", et la manière dont elle regarda Joseph fit voir",Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_62095,la manière dont elle regarda Joseph fit voir à Brulette,Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_62117,"quoi , Brulette dit à Joseph :– Aide - moi",Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_62119,Brulette dit à Joseph :– Aide - moi donc à,Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_62120,dit à Joseph :– Aide - moi donc à la,Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_62131,! Est - ce que tu n' en seras pas,Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_62140,"pas content ? Ne disais - tu pas , tout",Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_62152,"heure , que nous étions tes deux anges gardiens ?",Male
Sand-George_Les-maitres-sonneurs_<Joset-2307>_62160,gardiens ? Et ne veux - tu pas qu' ils,Male
