,text_surronding,Gender
Gouraud-Julie_Chez-grand-mere_<la-511>_10089,tous les objets capables de la distraire La jeune femme,Female
Gouraud-Julie_Chez-grand-mere_<la-511>_10091,"objets capables de la distraire La jeune femme , qui",Female
Gouraud-Julie_Chez-grand-mere_<la-511>_10095,"distraire La jeune femme , qui n' avait d' abord",Female
Gouraud-Julie_Chez-grand-mere_<la-511>_10118,"tout ce qui passait sous ses yeux . Varsovie ,",Female
Gouraud-Julie_Chez-grand-mere_<la-511>_10165,", tout était nouveau pour Mme d' Hyver : la",Female
Gouraud-Julie_Chez-grand-mere_<la-511>_10184,"allures du peuple , tout la captiva , et quelques",Female
Gouraud-Julie_Chez-grand-mere_<la-511>_10193,"quelques semaines plus tard , elle avouait qu' elle était",Female
Gouraud-Julie_Chez-grand-mere_<la-511>_10196,"tard , elle avouait qu' elle était enchantée de ses",Female
Gouraud-Julie_Chez-grand-mere_<la-511>_10200,qu' elle était enchantée de ses relations avec la société,Female
Gouraud-Julie_Chez-grand-mere_<la-511>_10241,"le bon accueil fait à son mari , quoique par",Female
Gouraud-Julie_Chez-grand-mere_<la-511>_10256,à changer les idées de Mme d' Hyver . Oh,Female
Gouraud-Julie_Chez-grand-mere_<la-511>_10263,Hyver . Oh ! si ses enfants et sa mère,Female
Gouraud-Julie_Chez-grand-mere_<la-511>_10266,! si ses enfants et sa mère eussent été près,Female
Gouraud-Julie_Chez-grand-mere_<la-511>_10272,"mère eussent été près d' elle , Pétersbourg lui eût",Female
Gouraud-Julie_Chez-grand-mere_<la-511>_10275,"près d' elle , Pétersbourg lui eût paru un séjour",Female
Gouraud-Julie_Chez-grand-mere_<la-511>_10295,de la vieille maison . Mme d' Hyver rédigeait un,Female
Gouraud-Julie_Chez-grand-mere_<la-511>_10302,"Hyver rédigeait un journal pour ses enfants , et lorsque",Female
Gouraud-Julie_Chez-grand-mere_<la-511>_10311,"lorsque les faits manquaient , elle n' était pas embarrassée",Female
Gouraud-Julie_Chez-grand-mere_<la-511>_10375,"soit dit en passant , lui donne une assez bonne",Female
Gouraud-Julie_Chez-grand-mere_<la-511>_10382,une assez bonne opinion d' elle - même . Jeanne,Female
Gouraud-Julie_Chez-grand-mere_<la-511>_10407,", dit bien haut qu' elle a sa bonne maman",Female
Gouraud-Julie_Chez-grand-mere_<la-511>_10409,bien haut qu' elle a sa bonne maman à elle,Female
Gouraud-Julie_Chez-grand-mere_<la-511>_10413,a sa bonne maman à elle toute seule ; qu',Female
Gouraud-Julie_Chez-grand-mere_<la-511>_10418,elle toute seule ; qu' elle sait déjà beaucoup de,Female
Gouraud-Julie_Chez-grand-mere_<la-511>_10431,"grand' mère répond à toutes ses questions , ce qui",Female
Gouraud-Julie_Chez-grand-mere_<la-511>_10453,détails enchantent M . et Mme d' Hyver . L',Female
Gouraud-Julie_Chez-grand-mere_<la-511>_10557,une décoration aux yeux de Mme d' Hyver . Quelques,Female
Gouraud-Julie_Chez-grand-mere_<la-511>_10585,"Les femmes se passionnèrent pour cette aimable Française , pas",Female
Gouraud-Julie_Chez-grand-mere_<la-511>_10642,"climat , passa sans que Mme d' Hyver en souffrît",Female
Gouraud-Julie_Chez-grand-mere_<la-511>_10658,"réjouir pauvres et riches , elle suivit la haute société",Female
Gouraud-Julie_Chez-grand-mere_<la-511>_10802,"prêchait la modération , mais la femme d' un ambassadeur",Female
