,text_surronding,Gender
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9223,couscous du métro Blanche . Un jeune homme lavait à,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9250,salle de restaurant . — Tony ? Le jeune homme,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9252,"restaurant . — Tony ? Le jeune homme , dix",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9270,tête en s' appuyant sur son balai . — On,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9282,dix heures seulement . — Je n' ai pas faim,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9288,n' ai pas faim . J' étais avec Fred Ballestra,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9301,quand il est entré pour te faire ses adieux .,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9306,te faire ses adieux . Tu peux me raconter ce,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9308,ses adieux . Tu peux me raconter ce qui s',Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9317,s' est passé ? — J' ai déjà tout raconté,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9330,"Et , en plus , j' ai rien vu ,",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9336,"ai rien vu , maugréa Tony , puis , se",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9343,"puis , se détournant , il plongea sa serpillière dans",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9345,"se détournant , il plongea sa serpillière dans une eau",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9355,"immonde . — Allons , Tony , Fred était mon",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9359,", Tony , Fred était mon copain à moi aussi",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9362,Fred était mon copain à moi aussi . Tu ne,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9365,copain à moi aussi . Tu ne vas pas me,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9369,. Tu ne vas pas me faire croire qu' il,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9384,l' Homme invisible . — J' ai pas dit ça,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9390,ai pas dit ça … t' aurais pas vingt sacs,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9396,aurais pas vingt sacs ? Je suis dans le besoin,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9409,"ci , quémanda sans transition le serveur . Tramson ,",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9412,"sans transition le serveur . Tramson , qui avait l'",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9414,"le serveur . Tramson , qui avait l' habitude de",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9425,"faire taper , tira de son portefeuille deux billets de",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9435,cent francs et les tendit au garçon . L' autre,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9438,les tendit au garçon . L' autre les empocha sans,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9445,"les empocha sans hésiter , appuya son balai contre le",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9446,"empocha sans hésiter , appuya son balai contre le mur",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9452,balai contre le mur et commença à se dandiner avec,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9461,"avec grâce , levant coquettement ses longs cils sur ses",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9465,coquettement ses longs cils sur ses yeux noirs . —,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9470,"ses yeux noirs . — Tu veux savoir quoi ,",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9481,juste ? — Ce que tu as vu . Tony,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9485,que tu as vu . Tony soupira avec distinction .,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9505,linge . Il est venu me trouver à la cuisine,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9514,cuisine car dans la journée je prépare aussi la semoule,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9521,aussi la semoule . Il me fait comme ça :,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9527,"fait comme ça : « Tony , ma choute ,",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9532,"Tony , ma choute , je suis dans la merde",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9543,je mets les voiles . Tu préviendras Roger . »,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9548,Tu préviendras Roger . » Je sais même pas où,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9558,"il habite son Roger , moi ! Après on s'",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9576,. Cinq minutes plus tard j' ai entendu des cris,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9585,cris sur le trottoir et j' ai compris en le,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9603,C' est tout ce que je peux dire . —,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9620,grand - chose . Connaissais - tu les clients présents,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9638,. — A - t - il parlé à quelqu',Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9645,parlé à quelqu' un ? Tony tournait maintenant le dos,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9657,", essayant maladroitement de dissimuler son visage . L' éducateur",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9662,son visage . L' éducateur le fit pivoter vers lui,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9666,éducateur le fit pivoter vers lui d' une seule main,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9675,"main . — Alors , Tony ? — Je ne",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9678,"Alors , Tony ? — Je ne suis pas sûr",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9692,"Ça ne fait rien , je vérifierai . — J'",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9696,", je vérifierai . — J' veux pas avoir d'",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9703,pas avoir d' histoires et me retrouver au tapin …,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9713,— Personne ne saura que tu m' as parlé .,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9714,Personne ne saura que tu m' as parlé . Alors,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9720,"as parlé . Alors ? Tony baissa la tête ,",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9730,un peu boudeur . — Je crois bien qu' ils,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9767,! — Très drôle . Tu sais où je peux,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9770,drôle . Tu sais où je peux le trouver ?,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9775,je peux le trouver ? L' autre pouffa : —,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9794,"à Vincennes . Ravi de sa plaisanterie , il éclata",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9797,"Ravi de sa plaisanterie , il éclata d' un rire",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9812,"plus accorder d' attention à Tramson , se faufila dans",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9814,"d' attention à Tramson , se faufila dans la cuisine",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9887,"du passage des Poissonniers mais Tramson , par principe ,",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9906,"On aurait mal compris qu' il y assistât , chaque",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9926,n' empêchait pas Abdullah et Tramson d' entretenir de bonnes,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_9966,Arabes et d' Africains . Tramson lui fit un signe,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_10009,"dealer de Pigalle , ça t' inspire ? s' enquit",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_10084,"rallonger au lactose , si tu vois ce que je",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_10112,sérieux : — Et pourquoi tu t' intéresses à Franck,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_10118,t' intéresses à Franck ? Tramson le lui dit .,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_10120,à Franck ? Tramson le lui dit . Sans dissimuler,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_10125,lui dit . Sans dissimuler son amertume et le désir,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_10131,amertume et le désir qu' il avait de venger Fred,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_10139,"venger Fred Ballestra . — Tu fais du sentiment ,",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_10150,est nouveau ! s' étonna Abdullah . — Avant de,Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_10158,"Avant de mourir , il m' a carrément culpabilisé .",Male
Villard-Marc_Rebelles-de-la-nuit_<Un jeune homme-473>_10167,". C' est moche , tu sais , très moche",Male
