,text_surronding,Gender
Simenon-Georges_L-Affaire-Saint-Fiacre_<le curé-1093>_20849,"l' épicerie , il aperçut le curé qui sortait de",Male
Simenon-Georges_L-Affaire-Saint-Fiacre_<le curé-1093>_20851,", il aperçut le curé qui sortait de chez lui",Male
Simenon-Georges_L-Affaire-Saint-Fiacre_<le curé-1093>_20855,"curé qui sortait de chez lui , son bréviaire à",Male
Simenon-Georges_L-Affaire-Saint-Fiacre_<le curé-1093>_20857,"sortait de chez lui , son bréviaire à la main",Male
Simenon-Georges_L-Affaire-Saint-Fiacre_<le curé-1093>_20864,"à la main , et qui se dirigeait vers le",Male
Simenon-Georges_L-Affaire-Saint-Fiacre_<le curé-1093>_20888,porte en même temps que le prêtre . Il le,Male
Simenon-Georges_L-Affaire-Saint-Fiacre_<le curé-1093>_20892,que le prêtre . Il le rata de moins d',Male
Simenon-Georges_L-Affaire-Saint-Fiacre_<le curé-1093>_20913,la porte se refermait sur le curé . Et quand,Male
Simenon-Georges_L-Affaire-Saint-Fiacre_<le curé-1093>_21064,"Il frappa , pensant que le prêtre était peut -",Male
Simenon-Georges_L-Affaire-Saint-Fiacre_<le curé-1093>_21138,", fixant le tapis , le prêtre gardait une immobilité",Male
Simenon-Georges_L-Affaire-Saint-Fiacre_<le curé-1093>_21152,un mouvement eût suffi à le trahir . Qu' est,Male
Simenon-Georges_L-Affaire-Saint-Fiacre_<le curé-1093>_21164,"qu' ils faisaient là , l' un et l' autre",Male
Simenon-Georges_L-Affaire-Saint-Fiacre_<le curé-1093>_21167,"là , l' un et l' autre , sans parler",Male
Simenon-Georges_L-Affaire-Saint-Fiacre_<le curé-1093>_21221,Maigret sentit la fatigue de Saint - Fiacre . Quant,Male
Simenon-Georges_L-Affaire-Saint-Fiacre_<le curé-1093>_21226,"Saint - Fiacre . Quant au prêtre , il était",Male
Simenon-Georges_L-Affaire-Saint-Fiacre_<le curé-1093>_21229,". Quant au prêtre , il était atterré et ses",Male
Simenon-Georges_L-Affaire-Saint-Fiacre_<le curé-1093>_21233,", il était atterré et ses doigts s' agitaient sur",Male
Simenon-Georges_L-Affaire-Saint-Fiacre_<le curé-1093>_21238,ses doigts s' agitaient sur son bréviaire . — Excusez,Male
Simenon-Georges_L-Affaire-Saint-Fiacre_<le curé-1093>_21243,son bréviaire . — Excusez - moi de vous déranger,Male
Simenon-Georges_L-Affaire-Saint-Fiacre_<le curé-1093>_21246,— Excusez - moi de vous déranger … Cela fit,Male
Simenon-Georges_L-Affaire-Saint-Fiacre_<le curé-1093>_21279,que des objets ? — J' ai des nouvelles de,Male
Simenon-Georges_L-Affaire-Saint-Fiacre_<le curé-1093>_21294,du comte se posa sur le curé et ce regard,Male
Simenon-Georges_L-Affaire-Saint-Fiacre_<le curé-1093>_21402,à le reprendre . — Je suis venu chercher des,Male
Simenon-Georges_L-Affaire-Saint-Fiacre_<le curé-1093>_21417,éprouva le besoin de dire le prêtre . Ce n',Male
Simenon-Georges_L-Affaire-Saint-Fiacre_<le curé-1093>_21435,! Si mal placé que le comte de Saint -,Male
Simenon-Georges_L-Affaire-Saint-Fiacre_<le curé-1093>_21444,- Fiacre sourit . — Je prévoyais votre coup de,Male
