,text_surronding,Gender
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_28702,"sous la houle . » Joseph Lacrisse , qui avait",Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_28705,". » Joseph Lacrisse , qui avait entendu sans plaisir",Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_28826,", elle avait dit à Joseph Lacrisse: «Ce sera pour",Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_28877,infini . «Parfaitement!» avait répondu Joseph Lacrisse . Deux semaines,Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_28905,la Jeunesse royaliste avait partagé son temps entre les soins,Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_28915,du complot et ceux de son amour . La baronne,Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_28994,". Elle y avait trouvé Joseph Lacrisse correct , fier",Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29021,qu' elle eût voulu . Il était d' humeur sombre,Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29027,était d' humeur sombre et semblait inquiet . Les sourcils,Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29040,"lèvres minces et serrées , il lui eût rappelé Rara",Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29067,"Elle savait que , s' il était soucieux , ce",Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29081,cause . Elle savait qu' il conspirait et qu' il,Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29085,"qu' il conspirait et qu' il était chargé , pour",Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29090,"il était chargé , pour sa part , de «décerveler»",Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29110,un département très peuplé; qu' il risquait dans cette entreprise,Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29115,"il risquait dans cette entreprise sa liberté , sa vie",Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29118,"cette entreprise sa liberté , sa vie , pour le",Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29132,. C' est parce qu' il était un conspirateur qu',Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29134,est parce qu' il était un conspirateur qu' elle l',Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29138,était un conspirateur qu' elle l' avait d' abord aimé,Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29149,"Mais à présent , elle l' aurait préféré plus souriant",Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29158,souriant et plus tendre . Il ne l' avait pas,Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29166,avait pas mal accueillie . Il lui avait dit: «Vous,Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29182,". Depuis quinze jours , je marche vivant dans mon",Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29186,", je marche vivant dans mon rêve étoilé , positivement",Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29194,", positivement . » Et il avait ajouté: «Que vous",Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29202,«Que vous êtes délicieuse!» Mais il l' avait à peine,Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29213,. Et tout de suite il était allé à la,Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29220,allé à la fenêtre . Il avait soulevé un petit,Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29233,", et depuis dix minutes il restait là , en",Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29240,"là , en observation . Il lui dit sans se",Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29263,. Vous ne vouliez pas me croire . . .,Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29283,devant . Mais l' arbre m' empêche de voir .,Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29335,". —L' acacia , si vous voulez . —Qu' est",Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29343,"—Qu' est - ce que vous regardez , mon ami?",Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29380,n' en sais rien . Je regarde si ce n',Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29389,n' est pas un de mes agents . Je suis,Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29392,un de mes agents . Je suis filé . Depuis,Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29398,"suis filé . Depuis que j' habite Paris , je",Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29402,"que j' habite Paris , je promène toute la journée",Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29419,la longue . Cette fois je croyais pourtant bien les,Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29431,. —Est - ce que vous ne pourriez pas vous,Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29452,gouvernement . . . . Il ne répondit rien et,Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29457,Il ne répondit rien et demeura quelque temps encore en,Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29477,"n' était pas un de ses agents , il revint",Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29480,"un de ses agents , il revint à elle ,",Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29490,un peu rasséréné . —Combien je vous aime! Vous êtes,Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29502,encore que d' habitude . Je vous assure . Vous,Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29516,". . Mais si on me les avait changés ,",Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29521,"me les avait changés , mes agents! . . .",Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29530,. C' est Dupuy qui me les avait donnés .,Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29572,qui regardaient de côté . Je les connaissais . Ils,Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29589,Ils étaient brûlés . Quand j' étais à mon cercle,Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29592,". Quand j' étais à mon cercle , chacun de",Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29597,"mon cercle , chacun de mes amis me disait en",Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29599,", chacun de mes amis me disait en entrant: «Lacrisse",Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29609,", je viens de voir vos agents à la porte",Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29616,"à la porte . » Je leur envoyais , à",Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29632,"et de la bière . Je me demandais , des",Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29642,"fois , si Dupuy ne me les donnait pas pour",Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29647,me les donnait pas pour me protéger . Il était,Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29669,de même un patriote . Je ne le compare pas,Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29688,jouer serré . S' ils m' avaient changé mes agents,Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29691,"S' ils m' avaient changé mes agents , les misérables!",Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29715,qui fume sa pipe . Je n' avais pas remarqué,Male
France-Anatole_Monsieur-Bergeret-a-Paris_<Joseph Lacrisse-1620>_29738,est positif! . . . Je vous avoue que j',Male
