,text_surronding,Gender
Flaubert-Gustave_Bouvard-et-Pecuchet_<Un homme-4245>_65051,", sans l' apercevoir . Un homme , qui marchait",Male
Flaubert-Gustave_Bouvard-et-Pecuchet_<Un homme-4245>_65054,"apercevoir . Un homme , qui marchait devant elle ,",Male
Flaubert-Gustave_Bouvard-et-Pecuchet_<Un homme-4245>_65062,"elle , se retourna . C' était Gorju ; –",Male
Flaubert-Gustave_Bouvard-et-Pecuchet_<Un homme-4245>_65115,"bien ! oui , répliqua Gorju je vais me battre",Male
Flaubert-Gustave_Bouvard-et-Pecuchet_<Un homme-4245>_65116,"! oui , répliqua Gorju je vais me battre !",Male
Flaubert-Gustave_Bouvard-et-Pecuchet_<Un homme-4245>_65171,"encore que ses paroles , le suppliaient . – Laisse",Male
Flaubert-Gustave_Bouvard-et-Pecuchet_<Un homme-4245>_65176,le suppliaient . – Laisse - moi tranquille ! je,Male
Flaubert-Gustave_Bouvard-et-Pecuchet_<Un homme-4245>_65204,N' en parle pas ! Il leva son poing fermé,Male
Flaubert-Gustave_Bouvard-et-Pecuchet_<Un homme-4245>_65206,parle pas ! Il leva son poing fermé . –,Male
Flaubert-Gustave_Bouvard-et-Pecuchet_<Un homme-4245>_65213,"fermé . – Non ! mon ami , non !",Male
Flaubert-Gustave_Bouvard-et-Pecuchet_<Un homme-4245>_65292,un bourdonnement d' insecte . Gorju s' était coupé une,Male
Flaubert-Gustave_Bouvard-et-Pecuchet_<Un homme-4245>_65301,"une badine , et en raclait l' écorce . Mme",Male
Flaubert-Gustave_Bouvard-et-Pecuchet_<Un homme-4245>_65349,lieu de se plaindre elle lui rappela les premiers temps,Male
Flaubert-Gustave_Bouvard-et-Pecuchet_<Un homme-4245>_65366,", toutes les nuits , le rejoindre dans la grange",Male
Flaubert-Gustave_Bouvard-et-Pecuchet_<Un homme-4245>_65408,"– Du moment que je t' ai connu , tu",Male
Flaubert-Gustave_Bouvard-et-Pecuchet_<Un homme-4245>_65412,"je t' ai connu , tu m' as semblé beau",Male
Flaubert-Gustave_Bouvard-et-Pecuchet_<Un homme-4245>_65423,"un prince . J' aime tes yeux , ta voix",Male
Flaubert-Gustave_Bouvard-et-Pecuchet_<Un homme-4245>_65426,"J' aime tes yeux , ta voix , ta démarche",Male
Flaubert-Gustave_Bouvard-et-Pecuchet_<Un homme-4245>_65429,"yeux , ta voix , ta démarche , ton odeur",Male
Flaubert-Gustave_Bouvard-et-Pecuchet_<Un homme-4245>_65432,"voix , ta démarche , ton odeur ! Elle ajouta",Male
Flaubert-Gustave_Bouvard-et-Pecuchet_<Un homme-4245>_65446,"Je suis en folie de ta personne !Il souriait ,",Male
Flaubert-Gustave_Bouvard-et-Pecuchet_<Un homme-4245>_65453,"!Il souriait , flatté dans son orgueil . Elle le",Male
Flaubert-Gustave_Bouvard-et-Pecuchet_<Un homme-4245>_65457,dans son orgueil . Elle le prit à deux mains,Male
Flaubert-Gustave_Bouvard-et-Pecuchet_<Un homme-4245>_65493,ma vie ! voyons ! parle ! que veux -,Male
Flaubert-Gustave_Bouvard-et-Pecuchet_<Un homme-4245>_65497,! parle ! que veux - tu ? – est,Male
Flaubert-Gustave_Bouvard-et-Pecuchet_<Un homme-4245>_65512,? on en trouvera . J' ai eu tort !,Male
Flaubert-Gustave_Bouvard-et-Pecuchet_<Un homme-4245>_65517,J' ai eu tort ! je t' ennuyais ! pardon,Male
Flaubert-Gustave_Bouvard-et-Pecuchet_<Un homme-4245>_65525,! pardon ! et commande - toi des habits chez,Male
Flaubert-Gustave_Bouvard-et-Pecuchet_<Un homme-4245>_65542,"fais la noce ! je te permets tout , –",Male
Flaubert-Gustave_Bouvard-et-Pecuchet_<Un homme-4245>_65564,elle ! … pourvu que tu reviennes à moi !Il,Male
Flaubert-Gustave_Bouvard-et-Pecuchet_<Un homme-4245>_65594,et elle balbutiait : – Cher cœur ! cher amour,Male
Flaubert-Gustave_Bouvard-et-Pecuchet_<Un homme-4245>_65597,: – Cher cœur ! cher amour ! comme tu,Male
