,text_surronding,Gender
Hugo-Victor_Les-Miserables_<Marius-34622>_646330,", par les soins de Marius , pour l' Amérique",Male
Hugo-Victor_Les-Miserables_<Marius-34622>_646408,". Avec l' argent de Marius , Thénardier se fit",Male
Hugo-Victor_Les-Miserables_<Marius-34622>_646421,"que Thénardier fut dehors , Marius courut au jardin où",Male
Hugo-Victor_Les-Miserables_<Marius-34622>_646439,Cosette ! cria - t - il . Viens !,Male
Hugo-Victor_Les-Miserables_<Marius-34622>_646484,"Mets ton châle . Cosette le crut fou , et",Male
Hugo-Victor_Les-Miserables_<Marius-34622>_646491,"fou , et obéit . Il ne respirait pas ,",Male
Hugo-Victor_Les-Miserables_<Marius-34622>_646496,"Il ne respirait pas , il mettait la main sur",Male
Hugo-Victor_Les-Miserables_<Marius-34622>_646501,il mettait la main sur son cœur pour en comprimer,Male
Hugo-Victor_Les-Miserables_<Marius-34622>_646509,en comprimer les battements . Il allait et venait à,Male
Hugo-Victor_Les-Miserables_<Marius-34622>_646517,"venait à grands pas , il embrassait Cosette : —",Male
Hugo-Victor_Les-Miserables_<Marius-34622>_646526,— Ah ! Cosette ! je suis un malheureux !,Male
Hugo-Victor_Les-Miserables_<Marius-34622>_646532,suis un malheureux ! disait - il . Marius était,Male
Hugo-Victor_Les-Miserables_<Marius-34622>_646535,! disait - il . Marius était éperdu . Il,Male
Hugo-Victor_Les-Miserables_<Marius-34622>_646539,. Marius était éperdu . Il commençait à entrevoir dans,Male
Hugo-Victor_Les-Miserables_<Marius-34622>_646559,"figure . Une vertu inouïe lui apparaissait , suprême et",Male
Hugo-Victor_Les-Miserables_<Marius-34622>_646578,se transfigurait en Christ . Marius avait l' éblouissement de,Male
Hugo-Victor_Les-Miserables_<Marius-34622>_646586,éblouissement de ce prodige . Il ne savait pas au,Male
Hugo-Victor_Les-Miserables_<Marius-34622>_646594,"pas au juste ce qu' il voyait , mais c'",Male
Hugo-Victor_Les-Miserables_<Marius-34622>_646613,fut devant la porte . Marius y fit monter Cosette,Male
Hugo-Victor_Les-Miserables_<Marius-34622>_646621,"monter Cosette et s' y élança . — Cocher ,",Male
Hugo-Victor_Les-Miserables_<Marius-34622>_646627,". — Cocher , dit - il , rue de",Male
