,text_surronding,Gender
Buxy-B-de_La-Demoiselle-au-Bois-Dormant_<Gillette-2116>_53617,encore dans la société de Gillette . Celle - ci,Female
Buxy-B-de_La-Demoiselle-au-Bois-Dormant_<Gillette-2116>_53619,la société de Gillette . Celle - ci avait fait,Female
Buxy-B-de_La-Demoiselle-au-Bois-Dormant_<Gillette-2116>_53628,fait en sorte d' escorter son amie jusqu' au bas,Female
Buxy-B-de_La-Demoiselle-au-Bois-Dormant_<Gillette-2116>_53726,et les jeunes filles . Gillette était assez nerveuse et,Female
Buxy-B-de_La-Demoiselle-au-Bois-Dormant_<Gillette-2116>_53735,"et de médiocre affabilité , elle ne portait pas en",Female
Buxy-B-de_La-Demoiselle-au-Bois-Dormant_<Gillette-2116>_53740,elle ne portait pas en elle comme Aube une source,Female
Buxy-B-de_La-Demoiselle-au-Bois-Dormant_<Gillette-2116>_53748,une source de joie silencieuse; elle ne pouvait pas deviner,Female
Buxy-B-de_La-Demoiselle-au-Bois-Dormant_<Gillette-2116>_53762,accomplissait en cette minute pour son frère aîné . —,Female
Buxy-B-de_La-Demoiselle-au-Bois-Dormant_<Gillette-2116>_53767,son frère aîné . — Je ne sais pas ce,Female
Buxy-B-de_La-Demoiselle-au-Bois-Dormant_<Gillette-2116>_53781,"à la Maison , dit - elle , mais ils",Female
Buxy-B-de_La-Demoiselle-au-Bois-Dormant_<Gillette-2116>_53865,ce moment la nouvelle . Gillette se tourna vers Laurent,Female
Buxy-B-de_La-Demoiselle-au-Bois-Dormant_<Gillette-2116>_53871,"se tourna vers Laurent et dit , comme si ces",Female
Buxy-B-de_La-Demoiselle-au-Bois-Dormant_<Gillette-2116>_53896,"apporté pour l' arrangement de votre serre , je me",Female
Buxy-B-de_La-Demoiselle-au-Bois-Dormant_<Gillette-2116>_53899,"arrangement de votre serre , je me dois à moi",Female
Buxy-B-de_La-Demoiselle-au-Bois-Dormant_<Gillette-2116>_53903,", je me dois à moi - même de vous",Female
Buxy-B-de_La-Demoiselle-au-Bois-Dormant_<Gillette-2116>_53913,déclarer qu' il est absurde; votre serre aura l' air,Female
Buxy-B-de_La-Demoiselle-au-Bois-Dormant_<Gillette-2116>_53951,", et puisque la Comtesse vous donne carte blanche …",Female
Buxy-B-de_La-Demoiselle-au-Bois-Dormant_<Gillette-2116>_53956,"vous donne carte blanche … Ma poétique petite princesse ,",Female
Buxy-B-de_La-Demoiselle-au-Bois-Dormant_<Gillette-2116>_53978,", c' est bon pour moi de maçonner et de",Female
Buxy-B-de_La-Demoiselle-au-Bois-Dormant_<Gillette-2116>_53992,. Hugues se moque de mes labeurs . Aube faillit,Female
Buxy-B-de_La-Demoiselle-au-Bois-Dormant_<Gillette-2116>_54012,"consulter . — Enfin , je me dévoue à ce",Female
Buxy-B-de_La-Demoiselle-au-Bois-Dormant_<Gillette-2116>_54020,à ce pauvre Menaudru et je défendrai jusqu' au bout,Female
