,text_surronding,Gender
Sand-George_Marianne_<Philippe-884>_24653,! savante ? s' écria Philippe naïvement . – Non,Male
Sand-George_Marianne_<Philippe-884>_24768,ma bonne amie . – Je n' y vois pas,Male
Sand-George_Marianne_<Philippe-884>_24779,"brin de chèvrefeuille , dit Philippe , qui avait suivi",Male
Sand-George_Marianne_<Philippe-884>_24781,"chèvrefeuille , dit Philippe , qui avait suivi Marianne dans",Male
Sand-George_Marianne_<Philippe-884>_24825,"roulée avec , et je vous laisse à penser en",Male
Sand-George_Marianne_<Philippe-884>_24862,"sait pas lire . – Vous riez , monsieur André",Male
Sand-George_Marianne_<Philippe-884>_24865,". – Vous riez , monsieur André ? dit Philippe",Male
Sand-George_Marianne_<Philippe-884>_24869,", monsieur André ? dit Philippe à Pierre : pourquoi",Male
Sand-George_Marianne_<Philippe-884>_24871,André ? dit Philippe à Pierre : pourquoi ? J',Male
Sand-George_Marianne_<Philippe-884>_24875,à Pierre : pourquoi ? J' ai atteint mon but,Male
Sand-George_Marianne_<Philippe-884>_24878,pourquoi ? J' ai atteint mon but pourtant . .,Male
Sand-George_Marianne_<Philippe-884>_24885,pourtant . . . – Vous aviez un but ?,Male
Sand-George_Marianne_<Philippe-884>_24899,"Sans doute , je voulais vous faire savoir que j'",Male
Sand-George_Marianne_<Philippe-884>_24907,que j' avais pensé à vous dès avant le jour,Male
Sand-George_Marianne_<Philippe-884>_24913,"dès avant le jour . Vous le savez , c'",Male
Sand-George_Marianne_<Philippe-884>_24932,qu' est - ce qui vous a pris de penser,Male
Sand-George_Marianne_<Philippe-884>_24944,de si grand matin ?– Vous voulez que je vous,Male
Sand-George_Marianne_<Philippe-884>_24948,?– Vous voulez que je vous le dise ?– Puisque,Male
Sand-George_Marianne_<Philippe-884>_24953,vous le dise ?– Puisque vous voulez que je vous,Male
Sand-George_Marianne_<Philippe-884>_24957,Puisque vous voulez que je vous le demande ?– Puis,Male
Sand-George_Marianne_<Philippe-884>_24964,demande ?– Puis - je vous répondre comme cela devant,Male
Sand-George_Marianne_<Philippe-884>_24971,comme cela devant témoins ?– Vous ne m' avez pas,Male
Sand-George_Marianne_<Philippe-884>_24986,avais été l' objet de vos pensées . Il ne,Male
Sand-George_Marianne_<Philippe-884>_25039,je désire savoir ce que vous pensiez de moi ce,Male
Sand-George_Marianne_<Philippe-884>_25056,"chose d' agréable , puisque vous avez fait la cour",Male
Sand-George_Marianne_<Philippe-884>_25065,cour à Suzon . – J' ai pensé que vous,Male
Sand-George_Marianne_<Philippe-884>_25087,"tête . – Merci , mon bon monsieur . Vous",Male
Sand-George_Marianne_<Philippe-884>_25112,"faire la révérence ?– Si vous voulez , mademoiselle Marianne",Male
Sand-George_Marianne_<Philippe-884>_25121,"Marianne . – Voilà , monsieur Philippe , répondit -",Male
Sand-George_Marianne_<Philippe-884>_25140,mais pleine de gentillesse . Pierre la regardait avec stupéfaction,Male
Sand-George_Marianne_<Philippe-884>_25146,la regardait avec stupéfaction . Il ne se doutait pas,Male
Sand-George_Marianne_<Philippe-884>_25162,"coquette à ce point . Philippe , enhardi , se",Male
Sand-George_Marianne_<Philippe-884>_25200,elle prenait grand plaisir à le rendre amoureux . On,Male
Sand-George_Marianne_<Philippe-884>_25305,un amateur eût admirées . Philippe était assez artiste pour,Male
Sand-George_Marianne_<Philippe-884>_25321,"ces jolis ustensiles , et il ne laissa échapper aucune",Male
Sand-George_Marianne_<Philippe-884>_25337,les détails du service . Il mangea de grand appétit,Male
Sand-George_Marianne_<Philippe-884>_25422,"et dans ses manières . Philippe , qui ne croyait",Male
Sand-George_Marianne_<Philippe-884>_25424,"ses manières . Philippe , qui ne croyait pas du",Male
Sand-George_Marianne_<Philippe-884>_25431,croyait pas du tout à son personnage d' hôte inattendu,Male
Sand-George_Marianne_<Philippe-884>_25445,"tout allait grand train pour lui , et qu' il",Male
Sand-George_Marianne_<Philippe-884>_25449,"pour lui , et qu' il n' aurait pas de",Male
Sand-George_Marianne_<Philippe-884>_25471,"dot de la demoiselle . Il était sinon gris ,",Male
Sand-George_Marianne_<Philippe-884>_25488,". Pierre , en voulant le retenir par la critique",Male
Sand-George_Marianne_<Philippe-884>_25500,"contradiction , ne faisait que l' exciter ; madame André",Male
Sand-George_Marianne_<Philippe-884>_25507,"; madame André , espérant le rendre ridicule , le",Male
Sand-George_Marianne_<Philippe-884>_25511,"espérant le rendre ridicule , le taquinait ouvertement . Marianne",Male
Sand-George_Marianne_<Philippe-884>_25516,le taquinait ouvertement . Marianne le provoquait à la confiance,Male
Sand-George_Marianne_<Philippe-884>_25532,"finesse qui pouvait fort bien lui paraître un encouragement ,",Male
Sand-George_Marianne_<Philippe-884>_25565,"d' assez mauvais goût , Philippe s' empara du bras",Male
Sand-George_Marianne_<Philippe-884>_25575,"de Marianne , disant qu' il voulait voir les grands",Male
Sand-George_Marianne_<Philippe-884>_25612,en retirant son bras ; vous avez la prétention d',Male
Sand-George_Marianne_<Philippe-884>_25633,"la ville , parce que vous êtes artiste de profession",Male
Sand-George_Marianne_<Philippe-884>_25650,métier gâte tout et que vous ne voyez rien .,Male
