,text_surronding,Gender
Martin-du-Gard-Roger_Les-Thibault_<qui-524>_13457,"yeux sur son frère , qui , à côté de",Male
Martin-du-Gard-Roger_Les-Thibault_<qui-524>_13480,", il s' aperçut que Jacques regardait le sol à",Male
Martin-du-Gard-Roger_Les-Thibault_<qui-524>_13488,sol à ses pieds ; il avait l' air d',Male
Martin-du-Gard-Roger_Les-Thibault_<qui-524>_13522,être dehors . Antoine et Jacques se mêlèrent à la,Male
Martin-du-Gard-Roger_Les-Thibault_<qui-524>_13529,mêlèrent à la foule . Il avait dû y avoir,Male
Martin-du-Gard-Roger_Les-Thibault_<qui-524>_13598,"se croisaient en saluant . Jacques , désorienté , assourdi",Male
Martin-du-Gard-Roger_Les-Thibault_<qui-524>_13625,"» , supplia - t - il . Ils prirent",Male
Martin-du-Gard-Roger_Les-Thibault_<qui-524>_13657,Palais fut un éblouissement . Jacques clignait des yeux .,Male
Martin-du-Gard-Roger_Les-Thibault_<qui-524>_13685,"« Écoute » , dit Jacques en posant la main",Male
Martin-du-Gard-Roger_Les-Thibault_<qui-524>_13694,main sur les genoux d' Antoine . Les cloches de,Male
Martin-du-Gard-Roger_Les-Thibault_<qui-524>_13721,la lumière du soleil . Antoine s' imagina que l',Male
Martin-du-Gard-Roger_Les-Thibault_<qui-524>_13725,. Antoine s' imagina que l' enfant subissait à son,Male
Martin-du-Gard-Roger_Les-Thibault_<qui-524>_13729,que l' enfant subissait à son insu l' ivresse de,Male
Martin-du-Gard-Roger_Les-Thibault_<qui-524>_13740,premier dimanche de printemps . Il hasarda : – «,Male
Martin-du-Gard-Roger_Les-Thibault_<qui-524>_13748,"– « À quoi penses - tu , mon vieux",Male
Martin-du-Gard-Roger_Les-Thibault_<qui-524>_13751,"quoi penses - tu , mon vieux ? » Mais",Male
Martin-du-Gard-Roger_Les-Thibault_<qui-524>_13762,"au lieu de répondre , Jacques se leva . Ils",Male
Martin-du-Gard-Roger_Les-Thibault_<qui-524>_13775,silence vers le parc . Jacques ne prêtait aucune attention,Male
Martin-du-Gard-Roger_Les-Thibault_<qui-524>_13786,la somptuosité du paysage . Il paraissait surtout préoccupé de,Male
Martin-du-Gard-Roger_Les-Thibault_<qui-524>_13815,"les terrasses à balustres , l' attira . Antoine le",Male
