,text_surronding,Gender
Guy-de-Maupassant_Bel-ami_<Mme Forestier-3185>_68084,fleurie devant la porte . Mme Forestier proposa à Duroy,Female
Guy-de-Maupassant_Bel-ami_<Mme Forestier-3185>_68130,"Et tout à coup , elle lui parla , sans",Female
Guy-de-Maupassant_Bel-ami_<Mme Forestier-3185>_68153,", là - haut . Elle prononçait les mots lentement",Female
Guy-de-Maupassant_Bel-ami_<Mme Forestier-3185>_68168,"et sérieuse :« Écoutez , mon cher ami , j'",Female
Guy-de-Maupassant_Bel-ami_<Mme Forestier-3185>_68172,", mon cher ami , j' ai bien réfléchi …",Female
Guy-de-Maupassant_Bel-ami_<Mme Forestier-3185>_68183,"… à ce que vous m' avez proposé , et",Female
Guy-de-Maupassant_Bel-ami_<Mme Forestier-3185>_68188,"m' avez proposé , et je ne veux pas vous",Female
Guy-de-Maupassant_Bel-ami_<Mme Forestier-3185>_68201,"vous répondre un mot . Je ne vous dirai ,",Female
Guy-de-Maupassant_Bel-ami_<Mme Forestier-3185>_68243,"facile . Mais , si je vous parle de cela",Female
Guy-de-Maupassant_Bel-ami_<Mme Forestier-3185>_68244,". Mais , si je vous parle de cela ,",Female
Guy-de-Maupassant_Bel-ami_<Mme Forestier-3185>_68271,", après ce que vous m' avez dit , que",Female
Guy-de-Maupassant_Bel-ami_<Mme Forestier-3185>_68280,"que vous sachiez bien qui je suis , afin de",Female
Guy-de-Maupassant_Bel-ami_<Mme Forestier-3185>_68294,"longtemps la pensée que vous m' avez exprimée , si",Female
Guy-de-Maupassant_Bel-ami_<Mme Forestier-3185>_68311,d' un … caractère à me comprendre et à me,Female
Guy-de-Maupassant_Bel-ami_<Mme Forestier-3185>_68315,à me comprendre et à me supporter . « Comprenez,Female
Guy-de-Maupassant_Bel-ami_<Mme Forestier-3185>_68320,me supporter . « Comprenez - moi bien . Le,Female
Guy-de-Maupassant_Bel-ami_<Mme Forestier-3185>_68327,bien . Le mariage pour moi n' est pas une,Female
Guy-de-Maupassant_Bel-ami_<Mme Forestier-3185>_68338,", mais une association . J' entends être libre ,",Female
Guy-de-Maupassant_Bel-ami_<Mme Forestier-3185>_68348,"tout à fait libre de mes actes , de mes",Female
Guy-de-Maupassant_Bel-ami_<Mme Forestier-3185>_68352,"de mes actes , de mes démarches , de mes",Female
