,text_surronding,Gender
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_68882,il entendait les voix de Béatrix et de Camille .,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_68927,côté de la marquise en lui prenant la main et,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_68977,"la main par celle de Béatrix , qui , sans",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_68979,"par celle de Béatrix , qui , sans interrompre sa",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_68983,", qui , sans interrompre sa phrase ni paraître décontenancée",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_68993,", glissait la lettre dans son gant . – Vous",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69009,"sur des divans , dit - elle en riant .",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69046,", prit la main de Camille et la lui baisa",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69049,main de Camille et la lui baisa ; puis il,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69078,"Cette vivacité de joie occupa Camille , qui lui dit",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69080,"de joie occupa Camille , qui lui dit de venir",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69085,qui lui dit de venir lui parler . – Qu',Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69098,? lui demanda - t - elle à l' oreille,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69126,dit mademoiselle des Touches . La marquise fut impénétrable .,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69131,La marquise fut impénétrable . Camille essaya de faire causer,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69174,"d' un regard perçant de Camille , à qui cette",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69177,"perçant de Camille , à qui cette phrase était dite",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69218,"qui ne venait pas , la femme de chambre de",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69223,la femme de chambre de la marquise entra dans l',Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69233,"hôtel du Guénic , et remit à Calyste cette réponse",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69277,. Vous ne trouveriez en moi ni les perfections qui,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69302,", elle est jeune et je suis vieille , elle",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69345,qu' en vous ; et moi je serais remplie de,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69346,en vous ; et moi je serais remplie de doutes,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69352,"serais remplie de doutes , je vous entraînerais dans une",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69368,dans une vie gâtée par ma faute . Camille est,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69383,vient comme elle veut ; moi je suis esclave .,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69384,comme elle veut ; moi je suis esclave . Enfin,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69386,veut ; moi je suis esclave . Enfin vous oubliez,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69392,. Enfin vous oubliez que j' aime et que je,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69396,que j' aime et que je suis aimée . La,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69403,aimée . La situation où je suis devrait me défendre,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69406,situation où je suis devrait me défendre de tout hommage,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69412,défendre de tout hommage . M' aimer ou me dire,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69415,hommage . M' aimer ou me dire qu' on m',Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69419,"ou me dire qu' on m' aime est , chez",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69434,. Une nouvelle faute ne me mettrait - elle pas,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69446,des plus mauvaises créatures de mon sexe ? Vous qui,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69459,"plein de délicatesses , comment m' obligez - vous à",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69476,sortent du cœur qu' en le déchirant ? J' ai,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69479,qu' en le déchirant ? J' ai préféré l' éclat,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69496,"d' une constante tromperie , ma propre perte à celle",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69516,"personnes à l' estime desquelles je tiens , je suis",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69519,"estime desquelles je tiens , je suis encore grande :",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69527,"grande : en changeant , je tomberais de quelques degrés",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69563,pour les habitudes vicieuses . Je n' ai ni dédain,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69571,"ni dédain ni colère , je vous réponds avec franchise",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69619,que suggère le malheur . J' irai plus loin .,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69624,J' irai plus loin . Je serais la femme du,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69634,"monde la plus humiliée , je cacherais d' épouvantables misères",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69640,"cacherais d' épouvantables misères , je serais trahie , enfin",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69645,"je serais trahie , enfin je serais abandonnée , et",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69679,", personne au monde ne me verrait plus . Oui",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69685,"verrait plus . Oui , je me sentirais alors le",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69696,"de tuer un homme qui me parlerait d' amour ,",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69707,", dans la situation où je serais , un homme",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69716,homme pouvait encore arriver à moi . Vous avez là,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69718,encore arriver à moi . Vous avez là le fond,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69724,avez là le fond de ma pensée . Aussi peut,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69732,Aussi peut - être ai - je à vous remercier,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69735,être ai - je à vous remercier de m' avoir,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69738,je à vous remercier de m' avoir écrit . Après,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69743,"m' avoir écrit . Après votre lettre , et surtout",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69749,"lettre , et surtout après ma réponse , je puis",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69752,"surtout après ma réponse , je puis être à mon",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69756,", je puis être à mon aise auprès de vous",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69760,"à mon aise auprès de vous aux Touches , être",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69768,", être au gré de mon caractère et comme vous",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69772,de mon caractère et comme vous le demandez . Je,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69776,comme vous le demandez . Je ne vous parle pas,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69778,le demandez . Je ne vous parle pas du ridicule,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69785,pas du ridicule amer qui me poursuivrait dans le cas,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69791,poursuivrait dans le cas où mes yeux cesseraient d' exprimer,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69799,d' exprimer les sentiments dont vous vous plaignez . Un,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69824,résout pas deux fois . Vous aimé - je follement,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69826,"deux fois . Vous aimé - je follement , fussé",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69831,"- je follement , fussé - je aveugle , oublié",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69836,"- je aveugle , oublié - je tout , je",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69840,"oublié - je tout , je verrais toujours Camille !",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69848,Camille ! Son amour pour vous est une de ces,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69892,"Il se trouve ici , mon enfant , un monde",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69909,"délicates se réservent et auxquelles vous n' entendez rien ,",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69914,"vous n' entendez rien , vous autres hommes , même",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69927,aussi semblables à nous que vous l' êtes en ce,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69935,en ce moment . Enfin vous avez une mère qui,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69940,vous avez une mère qui vous a montré ce que,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69969,destinée noblement ; ce que je sais d' elle a,Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69975,"sais d' elle a mouillé mes yeux de larmes ,",Female
Balzac-Honore-de_Beatrix_<Béatrix et de Camille-3812>_69984,", et du fond de mon cœur il s' est",Female
