,text_surronding,Gender
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_5906,ne veut habiter là . J' exclus d' emblée la,Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_5915,la possibilité que ce fût mon prédécesseur qui ait choisi,Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_5924,choisi d' habiter là . Je n' avais jamais rencontré,Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_5977,exécrables relations entre nous . Je décidai d' épier les,Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_6034,découvrir à son insu ! J' avais garé la Jaguar,Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_6052,"le retour du mari . Je déambulais , l' air",Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_6077,Des heures s' écoulèrent . J' eus le temps d',Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_6104,aurait une crise cardiaque quand je lui raconterais le sort,Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_6112,le sort d' Olaf et j' hériterais d' une fortune,Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_6132,jeune Marocaine dont la beauté m' envoûterait . Mme Sildur,Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_6165,se nommait Bjorn . Il me semblait impossible qu' un,Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_6181,était peut - être que je ne connaissais pas Bjorn,Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_6189,pas Bjorn . Ce recensement me passionnait au point de,Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_6196,au point de donner à ma patience une dimension fabuleuse,Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_6208,"dix - neuf heures , je n' avais toujours vu",Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_6215,avais toujours vu personne mais je devais aller aux toilettes,Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_6222,"aller aux toilettes . Dans ma poche , les clefs",Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_6228,"poche , les clefs provoquaient ma main . N' y",Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_6236,"N' y tenant plus , je poussai la barrière ,",Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_6241,"je poussai la barrière , marchai jusqu' au perron ,",Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_6246,"marchai jusqu' au perron , insérai plusieurs clefs , trouvai",Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_6250,", insérai plusieurs clefs , trouvai la bonne . La",Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_6259,La porte s' ouvrit . J' entrai sans respirer et,Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_6264,J' entrai sans respirer et débouchai dans un vestibule de,Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_6278,"la pointe des pieds , j' explorai quelques pièces et",Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_6307,maintenant être au courant de ma présence . Pourtant personne,Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_6315,Pourtant personne ne vint à ma rencontre . Il semblait,Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_6321,rencontre . Il semblait que je fusse seul . La,Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_6333,aux poncifs du genre que j' avais appréhendés . Les,Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_6398,", plusieurs grandes chambres . Je ne tardai pas à",Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_6447,jeunesse et la minceur . Je n' avais pas épousé,Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_6458,vieux tonneau . Personne : je m' étais marié à,Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_6474,"à l' Arlésienne . Dans ma poche gauche , j'",Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_6478,"Dans ma poche gauche , j' avais emporté les préservatifs",Male
Nothomb-Amelie_Le-fait-du-Prince_<J'-203>_6484,avais emporté les préservatifs de mon prédécesseur : nous devions,Male
