,text_surronding,Gender
Delly_La-rose-qui-tue_<Gemma-1530>_30102,déjà une fissure ! pensa Gemma . L' enchantement n',Female
Delly_La-rose-qui-tue_<Gemma-1530>_30143,habiller pour le dîner . Gemma venait de revêtir la,Female
Delly_La-rose-qui-tue_<Gemma-1530>_30157,", discrètement décolletée , qu' elle mettait pour le repas",Female
Delly_La-rose-qui-tue_<Gemma-1530>_30173,et vint se jeter à son cou . – Enfin,Female
Delly_La-rose-qui-tue_<Gemma-1530>_30179,"cou . – Enfin , te voilà ! Tu m'",Female
Delly_La-rose-qui-tue_<Gemma-1530>_30182,"Enfin , te voilà ! Tu m' as bien manqué",Female
Delly_La-rose-qui-tue_<Gemma-1530>_30188,"m' as bien manqué , chérie !Elle embrassait Gemma avec",Female
Delly_La-rose-qui-tue_<Gemma-1530>_30191,"manqué , chérie !Elle embrassait Gemma avec plus de chaleur",Female
Delly_La-rose-qui-tue_<Gemma-1530>_30206,coutume . – Voilà enfin ma solitude finie . .,Female
Delly_La-rose-qui-tue_<Gemma-1530>_30216,. Si tu savais comme je me suis ennuyée !–,Female
Delly_La-rose-qui-tue_<Gemma-1530>_30223,suis ennuyée !– Ennuyée avec ton mari ? dit doucement,Female
Delly_La-rose-qui-tue_<Gemma-1530>_30228,ton mari ? dit doucement Gemma . Mahault eut une,Female
Delly_La-rose-qui-tue_<Gemma-1530>_30244,est trop exigeant ! Il me veut sans cesse près,Female
Delly_La-rose-qui-tue_<Gemma-1530>_30268,"avec nous . Elle voulait m' emmener à Nice ,",Female
Delly_La-rose-qui-tue_<Gemma-1530>_30285,Casino . Martin serait venu me prendre avec la voiture,Female
Delly_La-rose-qui-tue_<Gemma-1530>_30307,ne pouvait se passer de moi . Voyant que j',Female
Delly_La-rose-qui-tue_<Gemma-1530>_30311,de moi . Voyant que j' étais de mauvaise humeur,Female
Delly_La-rose-qui-tue_<Gemma-1530>_30318,"de mauvaise humeur , il m' a dit : «",Female
Delly_La-rose-qui-tue_<Gemma-1530>_30331,"chère amie , si je vous ai épousée , c'",Female
Delly_La-rose-qui-tue_<Gemma-1530>_30339,", c' est afin que vous soyez la fidèle compagne",Female
Delly_La-rose-qui-tue_<Gemma-1530>_30351,infirme que je suis . Vous devriez comprendre combien il,Female
Delly_La-rose-qui-tue_<Gemma-1530>_30363,. . . délicat de votre part de prendre un,Female
Delly_La-rose-qui-tue_<Gemma-1530>_30396,!Elle crispait les poings et son teint se colorait sous,Female
Delly_La-rose-qui-tue_<Gemma-1530>_30431,est pas une raison pour me priver de toute distraction,Female
Delly_La-rose-qui-tue_<Gemma-1530>_30441,. Ces toilettes qu' il m' a fait faire .,Female
Delly_La-rose-qui-tue_<Gemma-1530>_30468,", dit - il . Gemma regardait la jeune femme",Female
Delly_La-rose-qui-tue_<Gemma-1530>_30470,"- il . Gemma regardait la jeune femme , en",Female
Delly_La-rose-qui-tue_<Gemma-1530>_30490,un cercle de rubis retenant ses boucles brunes . Son,Female
Delly_La-rose-qui-tue_<Gemma-1530>_30494,retenant ses boucles brunes . Son cœur se gonflait d',Female
Delly_La-rose-qui-tue_<Gemma-1530>_30504,angoisse . Mais que pouvait - elle puisque sa sœur,Female
Delly_La-rose-qui-tue_<Gemma-1530>_30507,que pouvait - elle puisque sa sœur n' avait pas,Female
Delly_La-rose-qui-tue_<Gemma-1530>_30513,sœur n' avait pas voulu l' écouter lorsqu' il était,Female
Delly_La-rose-qui-tue_<Gemma-1530>_30524,encore ?– Mais maintenant que sa grand - mère sera,Female
Delly_La-rose-qui-tue_<Gemma-1530>_30536,"tout cela va changer , je pense . Elle va",Female
Delly_La-rose-qui-tue_<Gemma-1530>_30559,"d' été , et elle m' emmènera , naturellement .",Female
Delly_La-rose-qui-tue_<Gemma-1530>_30569,"Puis , avec toi , je ferai des excursions en",Female
Delly_La-rose-qui-tue_<Gemma-1530>_30591,car un peu plus vous m' auriez trouvée momifiée par,Female
Delly_La-rose-qui-tue_<Gemma-1530>_30599,"momifiée par l' ennui . Elle riait , d' un",Female
Delly_La-rose-qui-tue_<Gemma-1530>_30615,elle prit le bras de Gemma . – Tu es,Female
Delly_La-rose-qui-tue_<Gemma-1530>_30618,bras de Gemma . – Tu es prête ? Descendons,Female
Delly_La-rose-qui-tue_<Gemma-1530>_30626,"? Descendons . Demain , tu me raconteras ton séjour",Female
Delly_La-rose-qui-tue_<Gemma-1530>_30627,"Descendons . Demain , tu me raconteras ton séjour à",Female
Delly_La-rose-qui-tue_<Gemma-1530>_30629,"Demain , tu me raconteras ton séjour à Dinard .",Female
Delly_La-rose-qui-tue_<Gemma-1530>_30637,Dinard . Ah ! que j' aurais voulu y être,Female
Delly_La-rose-qui-tue_<Gemma-1530>_30650,"salon jaune , Lionel accueillit Gemma le plus aimablement du",Female
Delly_La-rose-qui-tue_<Gemma-1530>_30658,aimablement du monde . Il lui fit compliment de l',Female
Delly_La-rose-qui-tue_<Gemma-1530>_30681,apprendre que la santé d' Auberte s' améliorait . Comme,Female
Delly_La-rose-qui-tue_<Gemma-1530>_30776,! il faudra qu' il m' apprenne ! s' écria,Female
Delly_La-rose-qui-tue_<Gemma-1530>_30781,m' apprenne ! s' écria Mahault . J' en ai,Female
Delly_La-rose-qui-tue_<Gemma-1530>_30783,! s' écria Mahault . J' en ai envie depuis,Female
Delly_La-rose-qui-tue_<Gemma-1530>_30795,"!– Allons , allons , chère ! dit la douce",Female
Delly_La-rose-qui-tue_<Gemma-1530>_30805,voix de Lionel . Croyez - vous que je voudrais,Female
Delly_La-rose-qui-tue_<Gemma-1530>_30847,acerbe dans l' accent de Mahault . – Je pense,Female
