,text_surronding,Gender
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_44907,décomposé d' un brigand . J' hésitais à dire à,Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_44912,J' hésitais à dire à mes voisins que si mes,Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_44916,à mes voisins que si mes souvenirs et mon palais,Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_44919,que si mes souvenirs et mon palais ne me trompaient,Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_44922,"souvenirs et mon palais ne me trompaient pas , je",Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_44926,"ne me trompaient pas , je ne voyais aucune différence",Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_44939,la viande panée qu' ils me servaient et la chair,Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_44948,chair de ce vaurien que j' avais eu l' occasion,Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_44959,dévorer sur le bateau . Je m' abstins pourtant de,Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_44979,"première fois depuis longtemps , je côtoyais des êtres humains",Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_44985,"côtoyais des êtres humains et semblais mener avec eux ,",Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_45006,"première fois depuis longtemps , je ne me sentais pas",Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_45017,dissonance . Cette harmonie que je tentais de préserver ne,Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_45025,préserver ne dura pas . Je me mis à évoquer,Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_45035,"des souvenirs d' enfance , je m' aperçus que je",Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_45039,", je m' aperçus que je rapportais chaque épisode à",Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_45053,tel ou tel plat que j' aimais manger . Je,Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_45057,que j' aimais manger . Je parlai du groupe rock,Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_45063,parlai du groupe rock que j' avais formé avec des,Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_45076,jouions dans le garage de mes parents . Je racontai,Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_45079,"garage de mes parents . Je racontai , comme s'",Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_45097,"qu' à chaque fois , mes copains et moi étions",Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_45100,"fois , mes copains et moi étions interrompus par ma",Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_45104,et moi étions interrompus par ma mère qui m' appelait,Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_45107,interrompus par ma mère qui m' appelait : elle avait,Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_45116,"avait préparé , spécialement pour moi , du porc mariné",Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_45130,figea sur le visage de mes voisins . Seule l',Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_45147,ses dents blanches et à me regarder avec attendrissement .,Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_45152,me regarder avec attendrissement . Je balbutiai : « Je,Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_45156,. Je balbutiai : « Je ne me suis jamais,Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_45168,aller à la confidence . Je commence à dire n',Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_45177,"n' importe quoi . » Je me tus , décidé",Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_45186,décidé à ne plus incommoder mes hôtes par des réflexions,Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_45203,", assise à côté de moi , me tira par",Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_45205,"à côté de moi , me tira par la manche",Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_45211,tira par la manche pour me montrer la poupée que,Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_45216,me montrer la poupée que je lui avais apportée .,Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_45226,"« Tu vois , dis - je à la petite",Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_45245,"tu peux la savonner , tu peux même lui faire",Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_45288,"dents dessus . » Elle me tendit la poupée ,",Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_45293,"me tendit la poupée , me demandant de la mordre",Male
Le-Linda_Les-Evangiles-du-crime_<J'-1685>_45306,échangèrent un regard inquiet . Je caressai les cheveux de,Male
