,text_surronding,Gender
Flaubert-Gustave_Madame-Bovary_<madame Tuvache-5849>_126826,! la voici ! fit madame Tuvache . Mais il,Female
Flaubert-Gustave_Madame-Bovary_<madame Tuvache-5849>_126845,", d' entendre ce qu' elle disait . Enfin ,",Female
Flaubert-Gustave_Madame-Bovary_<madame Tuvache-5849>_126859,"le mot francs , et la mère Tuvache souffla tout",Female
Flaubert-Gustave_Madame-Bovary_<madame Tuvache-5849>_126866,"Tuvache souffla tout bas :– Elle le prie , pour",Female
Flaubert-Gustave_Madame-Bovary_<madame Tuvache-5849>_126875,pour obtenir un retard à ses contributions . – D',Female
Flaubert-Gustave_Madame-Bovary_<madame Tuvache-5849>_126887,reprit l' autre . Elles la virent qui marchait de,Female
Flaubert-Gustave_Madame-Bovary_<madame Tuvache-5849>_126889,autre . Elles la virent qui marchait de long en,Female
Flaubert-Gustave_Madame-Bovary_<madame Tuvache-5849>_126933,commander quelque chose ? dit madame Tuvache . – Mais,Female
Flaubert-Gustave_Madame-Bovary_<madame Tuvache-5849>_126944,ne vend rien ! objecta sa voisine . Le percepteur,Female
Flaubert-Gustave_Madame-Bovary_<madame Tuvache-5849>_126968,il ne comprenait pas . Elle continuait d' une manière,Female
Flaubert-Gustave_Madame-Bovary_<madame Tuvache-5849>_126977,"manière tendre , suppliante . Elle se rapprocha ; son",Female
Flaubert-Gustave_Madame-Bovary_<madame Tuvache-5849>_126981,. Elle se rapprocha  son sein haletait ,Female
Flaubert-Gustave_Madame-Bovary_<madame Tuvache-5849>_126995,– Est - ce qu' elle lui fait des avances,Female
Flaubert-Gustave_Madame-Bovary_<madame Tuvache-5849>_127002,fait des avances ? dit madame Tuvache . Binet était,Female
Flaubert-Gustave_Madame-Bovary_<madame Tuvache-5849>_127012,rouge jusqu' aux oreilles . Elle lui prit les mains,Female
Flaubert-Gustave_Madame-Bovary_<madame Tuvache-5849>_127029,fort !Et sans doute qu' elle lui proposait une abomination,Female
Flaubert-Gustave_Madame-Bovary_<madame Tuvache-5849>_127089,loin en s' écriant :– Madame ! y pensez -,Female
Flaubert-Gustave_Madame-Bovary_<madame Tuvache-5849>_127093,:– Madame ! y pensez - vous ? … –,Female
Flaubert-Gustave_Madame-Bovary_<madame Tuvache-5849>_127107,femmes - là ! dit madame Tuvache . – Où,Female
