,text_surronding,Gender
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_17423,canapé de maroquin bleu dont je vous ai déjà tant,Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_17535,"tableaux , ni gravures . J' y avais seulement mis",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_17540,"J' y avais seulement mis mes armes , couchées sur",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_17555,en cuivre doré . Quand j' avais loué cette grande,Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_17582,"pas les choses , – j' avais fait placer au",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_17593,une grande table ronde que je couvrais de cartes militaires,Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_17607,de papiers : c' était mon bureau . J' y,Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_17610,c' était mon bureau . J' y écrivais quand j',Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_17614,. J' y écrivais quand j' avais à écrire .,Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_17632,"ou plutôt une nuit , j' avais roulé le canapé",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_17644,"cette grande table , et j' y dessinais à la",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_17654,"lampe , non pas pour me distraire de l' unique",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_17661,de l' unique pensée qui me submergeait depuis un mois,Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_17684,"de cette énigmatique Alberte que je dessinais , c' était",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_17697,"cette diablesse de femme dont j' étais possédé , comme",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_17780,fond d' un puits . J' aurais entendu voler une,Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_17799,"y en avait une dans ma chambre , elle devait",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_17829,"de soie croisée , que j' avais ôté de sa",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_17856,"y eût alors autour de moi , dans ce profond",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_17867,"complet silence , c' était moi qui le faisais avec",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_17868,"silence , c' était moi qui le faisais avec mon",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_17872,moi qui le faisais avec mon crayon et mon estompe,Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_17875,"faisais avec mon crayon et mon estompe . Oui ,",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_17884,", c' était elle que je dessinais , et Dieu",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_17910,"aucun bruit de serrure qui m' aurait averti , ma",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_17914,"qui m' aurait averti , ma porte s' entr' ouvrit",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_17950,"qu' elle avait jeté ! Je relevai les yeux ,",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_17995,réveiller ceux qui dorment . Je me levai de ma,Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_17999,. Je me levai de ma table pour aller la,Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18037,"la maison silencieuse , et je vis , quand elle",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18101,vision la plus surnaturelle ne m' aurait pas donné la,Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18115,de coup au cœur que je ressentis et qui se,Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18126,"en palpitations insensées , quand je vis venir à moi",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18130,"quand je vis venir à moi , – de cette",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18165,si elle la fermait ! Rappelez - vous toujours que,Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18170,Rappelez - vous toujours que je n' avais pas dix,Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18184,Elle vit peut - être ma terreur à la sienne,Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18204,"cri de surprise qui pouvait m' échapper , – qui",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18209,"m' échapper , – qui me serait certainement échappé sans",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18306,- là . . . Je crus la voir chanceler,Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18314,"voir chanceler . . . Je m' élançai , et",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18319,"Je m' élançai , et je l' eus bientôt dans",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18338,"votre Alberte , – dis - je au capitaine .",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18362,"il n' avait pas entendu ma moqueuse observation , –",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18373,"elle y tomba , dans mes bras , d' effroi",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18479,"était pas cela ! Si vous le croyiez , vous",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18483,"Si vous le croyiez , vous vous tromperiez . .",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18508,fut bien plus elle qui me prit dans ses bras,Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18514,prit dans ses bras que je ne la pris dans,Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18535,"se jeter le front contre ma poitrine , mais elle",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18543,"mais elle le releva et me regarda , les yeux",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18564,voir si c' était bien moi qu' elle tenait ainsi,Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18580,"horriblement pâle , et comme je ne l' avais jamais",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18620,aux lèvres légèrement bombées errait je ne sais quel égarement,Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18667,"ne pas le voir , je plantai sur ces belles",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18713,"longues paupières touchaient presque alors mes paupières , ne se",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18738,"comme sur sa bouche , je vis passer de la",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18770,"haleine qui la respirait , je la portai , toujours",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18777,"portai , toujours collée à moi , sur ce canapé",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18787,"de maroquin bleu , – mon gril de saint Laurent",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18797,", depuis un mois que je m' y roulais en",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18901,"– Ah ! – fis - je , – on",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18949,"le fut aussi violente que moi , et je vous",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18952,"violente que moi , et je vous jure que je",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18956,et je vous jure que je l' étais ! Mais,Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_18973,"la revanche ! Elle ni moi ne pûmes oublier ,",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19008,"qu' elle venait chercher et m' offrir , elle était",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19035,un acharnement si obstiné . Je ne m' en étonnai,Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19042,"m' en étonnai pas . Je l' étais bien ,",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19047,"Je l' étais bien , moi , stupéfié ! J'",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19051,", moi , stupéfié ! J' avais bien , sans",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19076,"cœur , pendant qu' elle me pressait à m' étouffer",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19079,qu' elle me pressait à m' étouffer sur le sien,Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19085,"étouffer sur le sien . J' écoutais , à travers",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19142,#¿NOMBRE?,Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19176,"s' ouvrir de nouveau et me montrer , pâles et",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19230,"du maroquin bleu , qui m' avaient sonné la diane",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19239,"diane de l' Amour , me faisaient tressaillir d' épouvante",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19247,d' épouvante . . . Mon cœur battait contre le,Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19256,"le sien , qui semblait me répercuter ses battements .",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19277,", mais c??était terrible ! Je me fis à tout",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19296,"cette imprudence sans nom , je devins tranquille dans cette",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19314,"danger d' être surpris , je me blasai . Je",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19318,", je me blasai . Je n' y pensai plus",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19324,n' y pensai plus . Je ne pensai plus qu',Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19354,décidé qu' elle viendrait chez moi de deux nuits en,Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19363,"en deux nuits , puisque je ne pouvais aller chez",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19429,effet qu' il produisit sur moi . Elle ne se,Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19450,"restait , et jusque sur mon cœur , silencieuse ,",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19455,"mon cœur , silencieuse , me parlant à peine avec",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19483,"lorsque plus tard le calme me prit , moi ,",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19486,"le calme me prit , moi , à force de",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19499,"de réussite , et que je lui parlai , comme",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19531,"inexplicable et démentie , puisque je la tenais dans mes",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19535,"puisque je la tenais dans mes bras , et qui",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19548,ses premières audaces ; quand je lui adressai enfin tous,Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19574,"une curiosité , elle ne me répondit jamais que par",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19603,y a des femmes qui vous disent : « Je,Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19611,« Je me perds pour vous » ; il y,Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19621,en a d' autres qui vous disent : « Tu,Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19625,qui vous disent : « Tu vas bien me mépriser,Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19667,Plus étrange personne ! Elle me produisait l' effet d',Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19689,en dessous . . . Je croyais qu' il arriverait,Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19738,"de paroles , et , je me permettrai ce mot",Male
Barbey-d-Aurevilly-Jules_Les-Diaboliques_<je-763>_19761,qu' elle était venue . Je n' en tirai pas,Male
