,text_surronding,Gender
Apollinaire-Guillaume_Les-Onze-mille-verges-ou-les-Amours-d-un-hospodar_<Une femme-528>_15343,et trouva un lit . Une femme était couchée dessus,Female
Apollinaire-Guillaume_Les-Onze-mille-verges-ou-les-Amours-d-un-hospodar_<Une femme-528>_15351,couchée dessus tout habillée . Elle étreignit Mony passionnément en,Female
Apollinaire-Guillaume_Les-Onze-mille-verges-ou-les-Amours-d-un-hospodar_<Une femme-528>_15358,Mony passionnément en lui dardant sa langue dans la bouche,Female
Apollinaire-Guillaume_Les-Onze-mille-verges-ou-les-Amours-d-un-hospodar_<Une femme-528>_15369,Celui - ci répondait à ses caresses . Il lui,Female
Apollinaire-Guillaume_Les-Onze-mille-verges-ou-les-Amours-d-un-hospodar_<Une femme-528>_15373,à ses caresses . Il lui releva les jupes .,Female
Apollinaire-Guillaume_Les-Onze-mille-verges-ou-les-Amours-d-un-hospodar_<Une femme-528>_15378,lui releva les jupes . Elle écarta les cuisses .,Female
Apollinaire-Guillaume_Les-Onze-mille-verges-ou-les-Amours-d-un-hospodar_<Une femme-528>_15383,Elle écarta les cuisses . Ses jambes étaient nues et,Female
Apollinaire-Guillaume_Les-Onze-mille-verges-ou-les-Amours-d-un-hospodar_<Une femme-528>_15395,"délicieux de verveine émanait de sa peau satinée , mêlé",Female
Apollinaire-Guillaume_Les-Onze-mille-verges-ou-les-Amours-d-un-hospodar_<Une femme-528>_15408,l' odor di femina . Son con où Mony portait,Female
Apollinaire-Guillaume_Les-Onze-mille-verges-ou-les-Amours-d-un-hospodar_<Une femme-528>_15418,la main était humide . Elle murmurait : « Baisons,Female
Apollinaire-Guillaume_Les-Onze-mille-verges-ou-les-Amours-d-un-hospodar_<Une femme-528>_15424,murmurait : « Baisons … Je n' en peux plus,Female
Apollinaire-Guillaume_Les-Onze-mille-verges-ou-les-Amours-d-un-hospodar_<Une femme-528>_15478,dans la fente poilue de l' inconnue qui aussitôt agita,Female
Apollinaire-Guillaume_Les-Onze-mille-verges-ou-les-Amours-d-un-hospodar_<Une femme-528>_15480,fente poilue de l' inconnue qui aussitôt agita les fesses,Female
Apollinaire-Guillaume_Les-Onze-mille-verges-ou-les-Amours-d-un-hospodar_<Une femme-528>_15492,: « Entre bien … Tu me fais jouir …,Female
Apollinaire-Guillaume_Les-Onze-mille-verges-ou-les-Amours-d-un-hospodar_<Une femme-528>_15493,« Entre bien … Tu me fais jouir … »,Female
Apollinaire-Guillaume_Les-Onze-mille-verges-ou-les-Amours-d-un-hospodar_<Une femme-528>_15501,… » En même temps elle porta sa main au,Female
Apollinaire-Guillaume_Les-Onze-mille-verges-ou-les-Amours-d-un-hospodar_<Une femme-528>_15503,En même temps elle porta sa main au bas du,Female
Apollinaire-Guillaume_Les-Onze-mille-verges-ou-les-Amours-d-un-hospodar_<Une femme-528>_15510,au bas du membre qui la fêtait et se mit,Female
Apollinaire-Guillaume_Les-Onze-mille-verges-ou-les-Amours-d-un-hospodar_<Une femme-528>_15513,membre qui la fêtait et se mit à tâter ces,Female
Apollinaire-Guillaume_Les-Onze-mille-verges-ou-les-Amours-d-un-hospodar_<Une femme-528>_15599,mentales . La main de l' inconnue tâtait soigneusement les,Female
Apollinaire-Guillaume_Les-Onze-mille-verges-ou-les-Amours-d-un-hospodar_<Une femme-528>_15612,". Tout à coup , elle poussa un cri ,",Female
Apollinaire-Guillaume_Les-Onze-mille-verges-ou-les-Amours-d-un-hospodar_<Une femme-528>_15624,"un coup de cul , elle délogea son fouteur :",Female
Apollinaire-Guillaume_Les-Onze-mille-verges-ou-les-Amours-d-un-hospodar_<Une femme-528>_15626,"de cul , elle délogea son fouteur : « Vous",Female
Apollinaire-Guillaume_Les-Onze-mille-verges-ou-les-Amours-d-un-hospodar_<Une femme-528>_15631,"son fouteur : « Vous me trompez . Monsieur ,",Female
Apollinaire-Guillaume_Les-Onze-mille-verges-ou-les-Amours-d-un-hospodar_<Une femme-528>_15636,"me trompez . Monsieur , mon amant en a trois",Female
Apollinaire-Guillaume_Les-Onze-mille-verges-ou-les-Amours-d-un-hospodar_<Une femme-528>_15643,"en a trois . » Elle sauta du lit ,",Female
Apollinaire-Guillaume_Les-Onze-mille-verges-ou-les-Amours-d-un-hospodar_<Une femme-528>_15648,"Elle sauta du lit , tourna un bouton d' électricité",Female
