,text_surronding,Gender
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15450,faux . Quand Bernard Pivot m' a demandé ce qui,female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15455,m' a demandé ce qui m' avait retenue auprès de,female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15464,"de cet amant chinois , j' ai dit : L'",female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15471,dit : L' argent . J' aurais pu ajouter :,female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15530,"aimer si vous voulez . Je l' ai aimé ,",female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15537,"ai aimé , après que je l' ai quitté ,",female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15550,doute au moment où on m' a parlé du suicide,female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15567,disparition dans la mer . J' ai dû le savoir,female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15579,au milieu du voyage . Je crois que l' amour,female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15603,"seul de son côté , je n' y crois pas",female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15611,"crois pas à ça , je ne crois pas aux",female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15624,on vit solitairement . Il m' aimait tellement que je,female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15628,Il m' aimait tellement que je devais l' en aimer,female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15635,"l' en aimer , il me désirait tellement que je",female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15639,il me désirait tellement que je devais l' en désirer,female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15656,aimer quelqu' un à qui vous ne plaisez pas du,female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15664,"pas du tout , que vous ennuyez , totalement ,",female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15669,"vous ennuyez , totalement , je ne crois pas à",female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15750,y a des lettres que je reçois qui me rendent,female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15753,lettres que je reçois qui me rendent amoureuse des personnes,female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15772,pas répondre . A Yann j' ai répondu . J',female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15776,Yann j' ai répondu . J' ai commencé par le,female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15806,"abord , pour Yann , j' étais celle qui avait",female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15815,"avait écrit India Song , celle qui avait fait parler",female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15857,"l' origine , c' était moi , pour Yann ,",female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15895,"un certain enchantement et il m' avait écrit et ,",female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15904,", comme aux autres , je ne lui avais pas",female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15914,répondu . Et un jour je lui ai répondu .,female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15919,je lui ai répondu . Je me souviens très clairement,female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15930,ce jour - là . Je n' avais qu' un,female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15955,combien c' était difficile pour moi de vivre encore .,female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15960,moi de vivre encore . Je lui ai dit que,female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15965,"Je lui ai dit que je buvais beaucoup , que",female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15970,"je buvais beaucoup , que j' étais rentrée à l'",female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15982,"cause de ça , que je ne savais pas pourquoi",female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15987,je ne savais pas pourquoi je buvais à ce point,female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_15999,était en janvier 1980 . J' avais soixante - six,female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_16019,quand c' est arrivé . J' avais une tension très,female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_16027,"tension très forte , on m' avait prescrit des antidépresseurs",female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_16033,avait prescrit des antidépresseurs et je n' avais pas dit,female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_16041,pas dit au docteur que j' étais alcoolique . Ce,female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_16050,Ce qui a fait que j' ai eu plusieurs syncopes,female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_16088,"retour de ça , que j' ai écrit une lettre",female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_16099,"Yann , cet homme que je ne connaissais pas ,",female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_16110,cause des lettres qu' il m' écrivait – que j',female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_16114,"il m' écrivait – que j' ai gardées , qui",female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_16132,"sept mois après , il m' a téléphoné et il",female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_16137,m' a téléphoné et il m' a demandé s' il,female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_16156,qu' en entendant sa voix j' ai su que c',female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_16166,était de la folie . Je lui ai dit de,female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_16200,Manger la nuit A Trouville je lui achète du fromage,female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_16231,- là . Lui il m' achète les choses que,female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_16236,"m' achète les choses que je préfère , des brioches",female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_16251,n' est pas tant pour me faire plaisir que pour,female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_16256,me faire plaisir que pour me nourrir . Il a,female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_16265,a cette volonté enfantine de me faire manger pour que,female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_16270,"me faire manger pour que je ne meure pas ,",female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_16280,il ne veut pas que je meure mais il ne,female
Duras-Marguerite_La-Vie-Materielle_<m'-791>_16288,"il ne veut pas que je grossisse non plus ,",female
