,text_surronding
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_76772,Depuis plusieurs jours une pensée me tourmentait beaucoup . J'
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_76776,pensée me tourmentait beaucoup . J' ai consulté Gilbert qui
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_76783,consulté Gilbert qui a apaisé mes craintes . Il s'
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_76824,? Consentirait - elle à me garder chez elle dans
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_76841,"autre côté , si elle me remerciait , parce que"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_76846,"me remerciait , parce que j' étais la fiancée de"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_76856,"son fils , c' était me séparer d' Eva ,"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_76879,est si doucement habituée . Je ne savais que résoudre
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_76901,Toute dissimulation épouvantait Gilbert comme moi . Mme Rigal a
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_76930,"que si cette dernière voulait me renoyer , Mme Rigal"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_76935,"me renoyer , Mme Rigal me garderait chez elle à"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_76954,"notre mariage . Ainsi , je puis donc sans appréhension"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_76963,appréhension me livrer à toute ma joie et à toutes
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_76968,ma joie et à toutes mes espérances . Je n'
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_76971,à toutes mes espérances . Je n' aurais jamais pu
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_76985,"aussi vifs que ceux que j' éprouve , et recourir"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_76993,et recourir à la ruse m' est antipathique . Cette
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77029,de tourment . Qu' elle me garde ou qu' elle
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77034,"me garde ou qu' elle me renvoie , j' aurai"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77037,"qu' elle me renvoie , j' aurai , je le"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77040,"renvoie , j' aurai , je le pressens d' avance"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77064,a plus le don de me faire peur . Gilbert
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77069,me faire peur . Gilbert m' aime ! cela suffit
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77094,": aimée par lui , je me sens pleine de"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77116,"au sujet d' Eva , je suis rassurée , car"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77143,la perdre de vue . J' ai reçu une lettre
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77149,ai reçu une lettre de ma mère qui est aussi
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77163,"J' étais fort inquiète à ton sujet , m' écrit"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77166,"inquiète à ton sujet , m' écrit - elle dans"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77180,car depuis l' époque où tu refusas M . Morin
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77186,refusas M . Morin qui t' offrait tant d' avantages
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77198,j' avais toujours pensé que tu t' étais attachée à
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77209,jeune homme dont chacune de tes lettres me parlait avec
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77223,ne laissait aucun doute à ma sollicitude maternelle sur l'
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77231,sur l' état réel de tes sentiments . » Gilbert
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77243,déjà reçu plusieurs lettres de ma mère . « A
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77250,". « A présent , me disait - il hier"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77281,", si vite , Gilbert m' a prévenu aujourd' hui"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77303,"10 décembre . Que vais - je devenir , lui"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77311,", lui parti ? Mais je ne veux point être"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77323,"la dernière fois lorsqu' il me quitta , tout était"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77329,"quitta , tout était pour moi doute et ténèbre ."
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77337,ténèbre . A présent il me laissera bien du courage
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77356,pour éclairer la nuit de ma solitude . Savoir qu'
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77365,qu' on est aimée comme je le suis ! Avoir
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77375,le droit de chérir comme je le fais ! N'
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77397,"joie , la joie ! belle visiteuse , comme le"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77411,"il a été créé pour toi , quand tu daignes"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77414,"créé pour toi , quand tu daignes y venir habiter"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77446,"de printemps . Oui , je me considère maintenant comme"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77456,"tout particulièrement privilégiée , car je peux dire : J'"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77460,car je peux dire : J' ai vécu ! tandis
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77474,"végètent toute leur vie . Isabelle à Gilbert , à"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77491,1870 . Ma dernière lettre vous annonçait le retour de
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77496,vous annonçait le retour de votre mère . Pour des
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77514,"avant - hier soir , votre frère devant encore passer"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77532,"hier matin , Eva et moi fîmes nos paquets et"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77557,cette maison si remplie de votre souvenir et où je
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77561,de votre souvenir et où je ne pouvais faire un
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77569,faire un pas sans évoquer votre présence . Maintenant je
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77573,évoquer votre présence . Maintenant je l' ai quittée pour
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77594,il avait été convenu que votre grand' mère viendrait dans
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77619,premier revoir fut glacial ; j' eus beau conjurer Eva
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77633,"près de sa mère , je ne pus y parvenir"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77647,qu' elle s' accrochait à moi . Il me tardait
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77650,accrochait à moi . Il me tardait beaucoup de voir
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77659,voir arriver Mme Rigal ; j' étais comme sur un
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77666,"comme sur un gril , je mourrais de peur que"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77671,je mourrais de peur que votre nom ne fût prononcé
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77677,nom ne fût prononcé et je craignais en même temps
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77689,ne fût pas question de vous ; explique cela qui
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77700,". Ne pas demander de vos nouvelles , c' était"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77710,"affreux , mais parler de vous avec indifférence était plus"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77723,"Enfin le déjeuner passé , je fis une ronde de"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77739,puis autour du jardin ; je revis tout et m'
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77744,je revis tout et m' arrêtai particulièrement à ce banc
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77768,". Vers deux heures , j' entendis la voiture et"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77777,et Mme Rigal arriva . Je montai à la chambre
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77785,"la chambre d' étude , Eva m' y suivit et"
Saint-Vidal-Mathilde-de_Amour-et-devoir_<me-2269>_77786,"chambre d' étude , Eva m' y suivit et là"
